,sentence_id,source,target
1594,TFS#11:4,"I was so stunned, and I left the dinner hungry and majorly disappointing.",Estaba tan atónito que dejé la cena hambrienta y muy decepcionante.
1595,TFS#11:5,This place survives on reputation alone.,Este lugar sobrevive solo por su reputación.
1596,TFS#11:6,I will NEVER return.,NUNCA volveré.
1597,ADLT#10:0,Best In ALL of NYC,Lo mejor en TODA Nueva York
1598,ADLT#10:1,"This is the MOST wonderful restaurant in all of New York City, not just Brooklyn...","Este es el restaurante MÁS maravilloso de toda la ciudad de Nueva York, no solo de Brooklyn ..."
1599,ADLT#10:2,"for 7 years they have put out the most tasty, most delicious food and kept it that way...",Durante 7 años han sacado la comida más sabrosa y deliciosa y la han mantenido así ...
1600,ADLT#10:3,"never swaying, never a bad meal, never bad service...","nunca balanceándose, nunca una mala comida, nunca un mal servicio ..."
1601,ADLT#10:4,I'm telling you...,Te lo estoy diciendo...
1602,ADLT#10:5,you should travel from the Bronx to try it...,deberías viajar desde el Bronx para probarlo ...
1603,ADLT#10:6,"great food, great wine list, great service in a great neighborhood...","excelente comida, excelente carta de vinos, excelente servicio en un excelente vecindario ..."
1604,ADLT#10:7,so delicious!!!!!!,¡¡¡¡¡¡tan delicioso!!!!!!
1605,PP#3:0,Patsy's Pizza = true love,Patsy's Pizza = amor verdadero
1606,PP#3:1,Hands down the best pizza on the planet.,"Sin duda, la mejor pizza del planeta."
1607,PP#3:2,My bf and I go to the walk-up counter and order a pie.,Mi novio y yo vamos al mostrador y pedimos un pastel.
1608,PP#3:3,"In about 12 minutes, the thing is gone.","En unos 12 minutos, la cosa desapareció."
1609,PP#3:4,Need I say more?,¿Necesito decir mas?
1610,BHD#6:0,great hot dogs..,grandes perritos calientes ..
1611,BHD#6:1,the hot dogs were juicy and tender inside and had plenty of crunch and snap on the outside.,los perros calientes estaban jugosos y tiernos por dentro y tenían mucho crujido y chasquido por fuera.
1612,BHD#6:2,great toppings definitely a place you need to check out for late night munchies or a mid day boost!,¡Definitivamente excelentes coberturas es un lugar al que debe visitar para los bocadillos nocturnos o un impulso al mediodía!
1613,TM#5:0,great taste,gran sabor
1614,TM#5:1,"Great, original taste.",Gran sabor original.
1615,TM#5:2,"For me dishes a little oily, but overall dining experience good.","Para mí, los platos son un poco grasosos, pero la experiencia gastronómica en general es buena."
1616,TM#5:3,Helpful service and average price per dish $10.,Servicio servicial y precio medio por plato $ 10.
1617,TM#5:4,The only thing that strikes you is the decor?(not very pleasant).,Lo único que te llama la atención es la decoración? (No muy agradable).
1618,TM#6:0,great food,buena comida
1619,TM#6:1,This place has great indian chinese food.,Este lugar tiene una gran comida india china.
1620,TM#6:2,The flavors are amazing and the value is phenomenal.,Los sabores son increíbles y el valor es fenomenal.
1621,TM#6:3,"Be prepared to wait, because the place is pretty tiny.","Esté preparado para esperar, porque el lugar es bastante pequeño."
1622,TM#6:4,"Also, they do not take credit card so come with cash!","Además, no aceptan tarjetas de crédito, ¡así que ven con efectivo!"
1623,TM#6:5,"Even though the place is not beautiful, the food speaks for itself.","Aunque el lugar no es hermoso, la comida habla por sí sola."
1624,TM#6:6,"Best Indian Chinese in the city, by far!","¡El mejor chino indio de la ciudad, de lejos!"
1625,TVU#6:0,AMAZING MY FAVORITE!!!,INCREÍBLE MI FAVORITO !!!
1626,TVU#6:1,I have been living in NYC for bit now and I have to say I love to go out and explore the scene.,He estado viviendo en Nueva York por un tiempo y debo decir que me encanta salir y explorar la escena.
1627,TVU#6:2,"I came across Village Underground by accident, now I go there all the time.","Me encontré con Village Underground por accidente, ahora voy allí todo el tiempo."
1628,TVU#6:3,The martinis are amazing and very fairly priced.,Los martinis son increíbles y tienen un precio muy razonable.
1629,TVU#6:4,"THE SERVICE IS AMAZING, i've had different waiters and they were all nice, which is a rare thing in NYC.","EL SERVICIO ES INCREÍBLE, he tenido diferentes camareros y todos fueron amables, lo cual es algo raro en Nueva York."
1630,TVU#6:5,"The DJ is awesome, I have been there for my birthday and a bunch of other times with friends and I keep going back.","El DJ es increíble, he estado allí para mi cumpleaños y muchas otras veces con amigos y sigo volviendo."
1631,TVU#6:6,You can get a table without a reservation if you get there early I they don't make you by bottles.,"Puedes conseguir mesa sin reserva si llegas temprano, no te hacen con botellas."
1632,TVU#6:7,Which lets face it....at times it's a good thing.,Lo que seamos realistas ... a veces es algo bueno.
1633,TVU#6:8,In the end you end up with a fair tab and NOTHING BUT A GREAT TIME!!!,Al final terminas con una ficha justa y NADA MÁS QUE UN GRAN TIEMPO !!!
1634,TVU#6:9,Highly recommended!,¡Muy recomendable!
1635,ADLT#3:0,"One of the best, if not THE best, restaurants in Park Slope (and NY in general)","Uno de los mejores, si no el mejor, restaurantes en Park Slope (y NY en general)"
1636,ADLT#3:1,Everything on the menu is great. ,Todo en el menú es genial.
1637,ADLT#3:2,This establishment is the real deal. ,Este establecimiento es el verdadero negocio.
1638,ADLT#3:3,"Wish NY had more of these kind of places: intimate, superb food, homey, top notch all the way around, certainly worth the wait.","Ojalá NY tuviera más de este tipo de lugares: íntimo, excelente comida, hogareño, de primera categoría en todos los sentidos, sin duda vale la pena esperar."
1639,TFS#5:0,"There is ""Expensive-but-worth-it"" and there is ""Expensive-and-WTF""?","Hay ""Caro-pero-vale la pena"" y hay ""Caro-y-WTF""?"
1640,TFS#5:1,This is a twenty-something guy that doesn't mind laying down $300 for a fine and delicious meal for 2 on special occassions.,Este es un tipo de veintitantos al que no le importa gastar $ 300 por una comida fina y deliciosa para 2 en ocasiones especiales.
1641,TFS#5:2,But $500 for a dinner for two that didn't include Wine?,¿Pero $ 500 por una cena para dos que no incluye vino?
1642,TFS#5:3,Are you freaking kidding me?,¿Me estás tomando el pelo?
1643,TFS#5:4,"Look, the appetizers were really good.","Mira, los aperitivos estaban muy buenos."
1644,TFS#5:5,The entree was also very good.,El plato también era muy bueno.
1645,TFS#5:6,"Can't argue about that, but they are clearly over priced.","No puedo discutir sobre eso, pero claramente tienen un precio excesivo."
1646,TFS#5:7,What you are paying for is the environment and the name.,Lo que estás pagando es el medio ambiente y el nombre.
1647,TFS#5:8,"Yes, the place is classy and beautiful, but they most certainly target the uber whealthy Not the common joe that wants to go all out every once in a while.","Sí, el lugar es elegante y hermoso, pero sin duda se dirigen a los súper ricos. No al común de los que quiere hacer todo lo posible de vez en cuando."
1648,TFS#5:9,$500 included:,$ 500 incluido:
1649,TFS#5:10,Drinks: 2 glasses of Dom Perignon at $35 each.,Bebidas: 2 vasos de Dom Perignon a $ 35 cada uno.
1650,TFS#5:11,Starters: Kobe Beef Sashimi.,Entrantes: Kobe Beef Sashimi.
1651,TFS#5:12,Which of course is not real Kobe but Wagyu beef.,"Lo que, por supuesto, no es Kobe real sino carne de vaca Wagyu."
1652,TFS#5:13,Surprised that a place of this caliber would advertise it as Kobe.,Sorprendido de que un lugar de este calibre lo anunciara como Kobe.
1653,TFS#5:14,A beef Consomme.,Consomé de ternera.
1654,TFS#5:15,Entrees: Vanison steak and Bison Steak.,Platos principales: bistec de vanison y bistec de bisonte.
1655,TFS#5:16,Vanison was good but not amazing.,Vanison fue bueno pero no sorprendente.
1656,TFS#5:17,Bison was quite excellent however.,"Sin embargo, Bison fue excelente."
1657,TFS#5:18,Dessert: pure disaster.,Postre: puro desastre.
1658,TFS#5:19,Just not good at all.,Simplemente no es nada bueno.
1659,TFS#5:20,Some Pineapple covered in a glaze of some kind and some pear tart thing Not impressive at all.,Un poco de piña cubierta con un glaseado de algún tipo y algo de tarta de pera. No es nada impresionante.
1660,TFS#5:21,"I read reviews that called the restaurant too expensive and I thought to myself, but may be it is worth it.","Leí críticas que decían que el restaurante era demasiado caro y pensé, pero puede que valga la pena."
1661,TFS#5:22,I was wrong.,Estaba equivocado.
1662,TFS#5:23,"The Four Seasons has history and it is a sort of landmark of New York City restaurants, but trust me, they will charge you through the nose just so that you can say ""I've been to the four seasons restaurant"".","El Four Seasons tiene historia y es una especie de hito de los restaurantes de la ciudad de Nueva York, pero créame, le cobrarán por la nariz solo para que pueda decir ""He estado en el restaurante Four Seasons""."
1663,TFS#5:24,"I wanted to go there to see if it was worth it and sadly, curiousity got the best of me and I paid dearly for it.","Quería ir allí para ver si valía la pena y, lamentablemente, la curiosidad se apoderó de mí y lo pagué caro."
1664,TFS#5:25,"All in all, the food was great (except for the dessserts).","En general, la comida era excelente (excepto los postres)."
1665,TFS#5:26,The environment is very upscale and you will see a lot of rich guys with trophy wives or just highly paid escorts.,El ambiente es muy exclusivo y verás muchos tipos ricos con esposas trofeo o simplemente acompañantes bien pagadas.
1666,TFS#5:27,"If you are going for the food, it will not be worth it.","Si vas por la comida, no valdrá la pena."
1667,TFS#5:28,"Yes, it is good, but I've had better for cheaper.","Sí, está bien, pero he tenido mejor por más barato."
1668,TFS#5:29,"You would think they would make up for it with service, sadly, no.","Uno pensaría que lo compensarían con un servicio, lamentablemente, no."
1669,TFS#5:30,"Service was just ok, it is not what you'd expect for $500.","El servicio estaba bien, no es lo que esperarías por $ 500."
1670,CLF#3:0,Terrible Waste of money.. scammers,Terrible pérdida de dinero .. estafadores
1671,CLF#3:1,I agree that dining at Casa La Femme is like no other dining experience!,¡Estoy de acuerdo en que cenar en Casa La Femme es como ninguna otra experiencia gastronómica!
1672,CLF#3:2,BUT not in a good way.,Pero no en una buena manera.
1673,CLF#3:3,I am actually offended to have spent so much money on such a bad experience.,"De hecho, estoy ofendido por haber gastado tanto dinero en una experiencia tan mala."
1674,CLF#3:4,I literally just got back home after visiting Casa La Femme and was so offended by my visit felt it necessary to try and warn other diners who value their money and time.,"Literalmente, acabo de regresar a casa después de visitar Casa La Femme y estaba tan ofendido por mi visita que sentí que era necesario intentar advertir a otros comensales que valoran su dinero y su tiempo."
1675,CLF#3:5,We went to celebrate two birthdays and wanted to do something special and different.,Fuimos a celebrar dos cumpleaños y queríamos hacer algo especial y diferente.
1676,CLF#3:6,"Our visit their to say the least, was an unpleasant and costly experience!","Nuestra visita, por decir lo menos, fue una experiencia desagradable y costosa."
1677,CLF#3:7,And even more so unpleasant because it was so costly for such an unpleasant experience.,Y aún más desagradable porque fue muy costoso para una experiencia tan desagradable.
1678,CLF#3:8,We did arrive late for our reservation so I can not complain too much about the wait for a table.,"Llegamos tarde a nuestra reserva, así que no puedo quejarme demasiado sobre la espera por una mesa."
1679,CLF#3:9,Although we were told 10-15 minutes and it was more like 45 minutes.,Aunque nos dijeron 10-15 minutos y fueron más como 45 minutos.
1680,CLF#3:10,We were ushered to the bar to wait momentarily and upon arrival were so excited.,Nos acompañaron al bar para esperar un momento y al llegar estábamos muy emocionados.
1681,CLF#3:11,The place is beautiful!,¡El lugar es hermoso!
1682,CLF#3:12,The hostess was very pleasant.,La anfitriona fue muy agradable.
1683,CLF#3:13,"However, our $14 drinks were were horrible!","Sin embargo, nuestras bebidas de $ 14 eran horribles!"
1684,CLF#3:14,"Once we finally got a table, despite indicating we wanted an alla carte menu we were pushed into a table that was only price fixed!","Una vez que finalmente conseguimos una mesa, a pesar de indicar que queríamos un menú a la carta, ¡nos empujaron a una mesa que solo tenía un precio fijo!"
1685,CLF#3:15,"Since we were already waiting so long, we felt we had no other choice but to accept it.","Como ya estábamos esperando tanto tiempo, sentimos que no teníamos más remedio que aceptarlo."
1686,CLF#3:16,Our experience did not ever get any better.,Nuestra experiencia nunca mejoró.
1687,CLF#3:17,For each course we waited over 1/2 hour to 45 minutes and were never offered a drink.,Para cada plato esperamos más de 1/2 hora a 45 minutos y nunca nos ofrecieron una bebida.
1688,CLF#3:18,We also asked for Hooka six times and the waiter kept telling us one minute and never returning with the Hooka.,También preguntamos por Hooka seis veces y el camarero no dejaba de decirnos un minuto y nunca regresar con el Hooka.
1689,CLF#3:19,After the 4th time i asked again and the waiter than said after our dinner.,"Después de la cuarta vez, volví a preguntar y el camarero dijo después de nuestra cena."
1690,CLF#3:20,We asked for beverages and never received them.,Pedimos bebidas y nunca las recibimos.
1691,CLF#3:21,We asked for sides which the waiter than admitted that he forgot to put in that part of our order.,Preguntamos por los lados que el camarero admitió que se olvidó de poner esa parte de nuestro pedido.
1692,CLF#3:22,My chicken was inedible as there were so many fatty lumps which i had to keep spitting out into my napkin.,Mi pollo no era comestible porque había tantos grumos grasos que tenía que seguir escupiendo en mi servilleta.
1693,CLF#3:23,I would not expect this for a $55 dinner.,No esperaría esto por una cena de $ 55.
1694,CLF#3:24,By the time we finished our dinner we still had not received one beverage NOR hooka!,"Para cuando terminamos nuestra cena, ¡todavía no habíamos recibido una bebida NI hooka!"
1695,CLF#3:25,What we did do was waste 3 hours being trapped in a table waiting and waiting for food and drinks and hooka.. some of which we never received!,Lo que hicimos fue perder 3 horas atrapados en una mesa esperando y esperando comida y bebidas y hooka ... ¡algunas de las cuales nunca recibimos!
1696,CLF#3:26,The only beverage we did receive was water in dirty glasses!,¡La única bebida que recibimos fue agua en vasos sucios!
1697,CLF#3:27,To top it all off.. the main reason we came to your restaurant was for the belly dancers and missed the first show as we were not seated yet and the 2nd belly dancer only danced at two tables in the back of the restaurant and never made it around to the other half of the restaurant.,Para colmo ... la razón principal por la que vinimos a su restaurante fue por las bailarinas del vientre y nos perdimos el primer espectáculo porque aún no estábamos sentados y la segunda bailarina del vientre solo bailó en dos mesas en la parte trasera del restaurante y nunca llegó. a la otra mitad del restaurante.
1698,CLF#3:28,"By the time we left our wallets were empy and so were our stomachs AND we missed the show we were supposed to see following our dinner, which would have been acceptable if we got to enjoy the experience of good food and belly dancers!","En el momento en que nos fuimos, nuestras billeteras estaban vacías y también nuestros estómagos Y nos perdimos el espectáculo que se suponía que íbamos a ver después de nuestra cena, lo cual hubiera sido aceptable si pudiéramos disfrutar de la experiencia de la buena comida y las bailarinas del vientre."
1699,CLF#3:29,If it seemed possible to do so while there I would have fought my bill since my dinner portion of my meal was inedible!,"Si hubiera parecido posible hacerlo mientras estaba allí, ¡habría luchado contra mi factura ya que la porción de mi cena no era comestible!"
1700,CLF#3:30,"I have never left a restaurant feeling as if i was abused, and wasted my hard earned money.",Nunca he salido de un restaurante sintiéndome abusado y malgastado el dinero que tanto me costó ganar.
1701,CLF#3:31,MY husbands birthday and my sons was not as it was intended... and we drove two hours to spend too much money to be treated terribly!,El cumpleaños de mi esposo y mis hijos no fue como se esperaba ... ¡y manejamos dos horas para gastar demasiado dinero para ser tratados terriblemente!
1702,CLF#3:32,I wish I COULD be refunded!,¡Ojalá PODRÍAN ser reembolsado!
1703,BFC#9:0,Don't go with a larger group than 4! ,¡No vayas con un grupo más grande de 4!
1704,BFC#9:1,I went here for a family birthday dinner. ,Fui aquí para una cena de cumpleaños familiar.
1705,BFC#9:2,Five of us walked in at approximately 6:20 on a Thursday evening. ,Cinco de nosotros entramos aproximadamente a las 6:20 un jueves por la noche.
1706,BFC#9:3,"The hostess said ""Wow that's a large group, unless you aren't together"", to which I replied ""no we are, and there will be one more, so a table for six please."" ","La anfitriona dijo ""Vaya, eso es un grupo grande, a menos que no estén juntos"", a lo que yo respondí ""no, sí, y habrá uno más, así que una mesa para seis, por favor""."
1707,BFC#9:4,"At first we were a little taken aback, as this seemed to present a problem, although the restaurant looked fairly empty, but they hastily put the table together for us.","Al principio nos sorprendió un poco, ya que esto parecía presentar un problema, aunque el restaurante parecía bastante vacío, pero se apresuraron a armar la mesa para nosotros."
1708,BFC#9:5,The menu is fairly simple without much descriptions. ,El menú es bastante simple sin muchas descripciones.
1709,BFC#9:6,"There was no tap beer that evening, which was a disappointment. ","Esa noche no hubo cerveza de barril, lo cual fue una decepción."
1710,BFC#9:7,"Not much of a selection of bottled beer either, we went with Brahma. ","Tampoco hay mucha selección de cerveza embotellada, fuimos con Brahma."
1711,BFC#9:8,The appetizers we ordered were served quickly - an order of fried oysters and clams were delicious but a tiny portion (maybe 3 of each). ,"Los aperitivos que pedimos se sirvieron rápidamente: una orden de ostras fritas y almejas estaban deliciosas, pero una pequeña porción (quizás 3 de cada una)."
1712,BFC#9:9,"The lobster knuckles (special of the day) were ok, but pretty tasteless.","Los nudillos de langosta (especial del día) estaban bien, pero bastante insípidos."
1713,BFC#9:10,"I believe there were 2 shrimp in the ""salt encrusted shrimp"" appetizer. ","Creo que había 2 camarones en el aperitivo de ""camarones con incrustaciones de sal""."
1714,BFC#9:11,After we ate our appetizers (which took all of 8 minutes) we ordered another round of Brahma's - and tried to stall a little as we waited for our sixth dinner member. ,"Después de comer nuestros aperitivos (lo que nos llevó 8 minutos) pedimos otra ronda de Brahma's, y tratamos de detenernos un poco mientras esperábamos a nuestro sexto miembro de la cena."
1715,BFC#9:12,The waitress appeared and asked us if we wanted to go ahead and order. ,La camarera apareció y nos preguntó si queríamos seguir adelante y hacer el pedido.
1716,BFC#9:13,We replied that we would like to wait 5 more minutes if that was okay. ,Respondimos que nos gustaría esperar 5 minutos más si eso estaba bien.
1717,BFC#9:14,"She replied ""well it would be more convenient for us if you ordered now, since you are a larger party, and it might get crowded."" ","Ella respondió ""bueno, sería más conveniente para nosotros si hiciera su pedido ahora, ya que es un grupo más grande y podría llenarse de gente""."
1718,BFC#9:15,"We called the other person who was very close by, and she told us to order for her, so we did. ","Llamamos a la otra persona que estaba muy cerca y ella nos dijo que ordeáramos por ella, así que lo hicimos."
1719,BFC#9:16,The food arrived in about 15 minutes. ,La comida llegó en unos 15 minutos.
1720,BFC#9:17,I had the Thai style Fried Sea Bass...which was very good. ,Tuve el estilo tailandés Fried Sea Bass ... que era muy bueno.
1721,BFC#9:18,"Everyone seemed generally happy with their food, except my brother who had the grilled Mahi Mahi, seemingly drenched in Grapfruit Juice! ","Todos parecían felices en general con su comida, excepto mi hermano que tenía el Mahi Mahi a la parrilla, ¡aparentemente empapado en jugo de toronja!"
1722,BFC#9:19,I heard the lobster roll was excellent. ,Escuché que el rollo de langosta era excelente.
1723,BFC#9:20,"They seemed to continue to rush us along, taking plates without asking if we were done (my sister still had her fork in hand). ","Parecían seguir apresurándonos, tomando platos sin preguntarnos si habíamos terminado (mi hermana todavía tenía el tenedor en la mano)."
1724,BFC#9:21,"All in all the food was good - a little on the expensive side, but fresh. ","En general, la comida era buena, un poco cara, pero fresca."
1725,BFC#9:22,"Service not the friendliest to our ""large party""! ","¡El servicio no es el más amigable para nuestra ""gran fiesta""!"
1726,BFC#9:23,Probably would not go back here.,Probablemente no volvería aquí.
1727,BG#5:0,Great Indian food,Gran comida india
1728,BG#5:1,"I lived on 50th st, and wanted Indian one day so decided to check this place out.","Yo vivía en la calle 50 y quería un día indio, así que decidí visitar este lugar."
1729,BG#5:2,"Food was amazing - I love Indian food and eat it quite regularly, but I can say this is one of the best I've had.","La comida era increíble: me encanta la comida india y la como con bastante regularidad, pero puedo decir que es una de las mejores que he probado."
1730,BG#5:3,"Very ""normal Indian food"", but done really well.","Muy ""comida india normal"", pero muy bien hecha."
1731,BG#5:4,"I have it a 4 instead of 5 because of the price (just chicken tikka masala - no bread of rice - is $25), which I would expect at a upscale Indian restaurant but this place doesn't have an upscale feel.","Lo tengo un 4 en lugar de 5 debido al precio (solo pollo tikka masala, sin pan de arroz, cuesta $ 25), lo que esperaría en un restaurante indio exclusivo, pero este lugar no tiene un ambiente exclusivo."
1732,BG#5:5,"Also, waiters try to push more food on you, like suggest things as if they are complimentary when they actually cost $.","Además, los camareros intentan empujarle más comida, como sugerir cosas como si fueran de cortesía cuando en realidad cuestan $."
1733,BG#5:6,I don't appreciate places or people that try to drive up the bill without the patron's knowledge so that was a huge turnoff (more than the price).,"No aprecio los lugares o las personas que intentan aumentar la factura sin el conocimiento del cliente, por lo que fue un gran desvío (más que el precio)."
1734,BG#5:7,"But if you're prepared to spend some $ and remember to ask if something they offer is complimentary, then this is the place to go for Indian food","Pero si está dispuesto a gastar algo de dinero y recuerda preguntar si algo que ofrecen es gratuito, este es el lugar para ir a comer comida india."
1735,BG#8:0,One of the BEST,Uno de los mejores
1736,BG#8:1,"Bukhara Grill, the tagline says it all.. ""INDIAN SPICE RAVE""","Bukhara Grill, el lema lo dice todo .. ""INDIAN SPICE RAVE"""
1737,BG#8:2,My GF and I dine at Bukhara often as she lives near it.,"Mi novia y yo cenamos en Bukhara a menudo, ya que ella vive cerca."
1738,BG#8:3,The lunch buffet is expensive but is deff worth it.,El buffet del almuerzo es caro pero vale la pena.
1739,BG#8:4,We go often for lunch and the place is packed.,Vamos a almorzar a menudo y el lugar está lleno.
1740,BG#8:5,We have gone for dinner only a few times but the same great quality and service is given.,"Hemos ido a cenar solo unas pocas veces, pero se brinda la misma gran calidad y servicio."
1741,BG#8:6,Bukhara is on my top 5 Indian places in NYC,Bukhara está entre mis 5 mejores lugares indios en Nueva York
1742,DBG#2:0,Wretched and retching,Miserable y vomitando
1743,DBG#2:1,This will be only the third online review I have ever made about a restaurant in my life.,Esta será solo la tercera reseña en línea que he hecho sobre un restaurante en mi vida.
1744,DBG#2:2,They have all been tonight and they have all been about the same restaurant.,Todos han estado esta noche y todos han estado en el mismo restaurante.
1745,DBG#2:3,I have never been so disgusted by both food an service.,Nunca me ha disgustado tanto la comida y el servicio.
1746,DBG#2:4,For starters they delivered us someone else's order.,"Para empezar, nos entregaron el pedido de otra persona."
1747,DBG#2:5,"Fine, I wont hang you for that.","Bien, no te colgaré por eso."
1748,DBG#2:6,"However, once I received my predictably mediocre order of what Dokebi thinks passes as Korean fair, (sometimes you have to settle when it's your only option), I got through about half my kimchee before I found a piece of random lettuce accompanied by a far more disgusting, slimy, clearly bad piece of fish skin.","Sin embargo, una vez que recibí mi orden predeciblemente mediocre de lo que Dokebi piensa que pasa como una feria coreana (a veces tienes que conformarte cuando es tu única opción), terminé aproximadamente la mitad de mi kimchee antes de encontrar un trozo de lechuga al azar acompañado de una lechuga lejana. más repugnante, viscosa, claramente mala pieza de piel de pescado."
1749,DBG#2:7,"Not one to jump to complaints (hence my lack of previous online reviewing), I called the restaurant to give them a heads up that their kitchen might want to check the cleanliness of their prep stations.","No soy uno para saltar a las quejas (de ahí mi falta de revisión previa en línea), llamé al restaurante para avisarles que su cocina podría querer verificar la limpieza de sus estaciones de preparación."
1750,DBG#2:8,"My main concern was the sanity of the food that was being sent out to myself and others, but I would be lying is I said that as someone who has worked in restaurants since the age of fifteen I was expecting at least a minimal effort on the part of the restaurant to amend the situation.","Mi principal preocupación era la cordura de la comida que me enviaban a mí y a los demás, pero mentiría si dijera que, como alguien que ha trabajado en restaurantes desde los quince años, esperaba al menos un esfuerzo mínimo en la parte del restaurante para enmendar la situación."
1751,DBG#2:9,None was made so i hung up.,"No se hizo ninguno, así que colgué."
1752,DBG#2:10,Less than three minutes passed before I found myself doubled over the toilet.,Pasaron menos de tres minutos antes de que me encontrara doblado sobre el inodoro.
1753,DBG#2:11,"My girlfriend, being slightly more aggressive, and having been equally disgusted causing her to throw out the remainder of her barely eaten meal, called back only to be informed that I was probably wrong and that it was most likely an oyster, and that we were also blacklisted from their restaurant.","Mi novia, que era un poco más agresiva y que estaba igualmente disgustada, lo que hizo que tirara el resto de su comida apenas comida, volvió a llamar solo para ser informada de que probablemente estaba equivocada y que probablemente era una ostra, y que estábamos también en la lista negra de su restaurante."
1754,DBG#2:12,"Not only have I worked in restaurants for many years, I am now in culinary school, I am a huge lover of oysters and fish, and my girlfriend is half Korean!","No solo he trabajado en restaurantes durante muchos años, ahora estoy en la escuela de cocina, soy un gran amante de las ostras y el pescado, ¡y mi novia es mitad coreana!"
1755,DBG#2:13,We know the difference between and oyster and bad fish.,Conocemos la diferencia entre ostras y peces malos.
1756,DBG#2:14,"It wasn't as if this restaurant had any major bragging points before hand, but now it's simply repulsive.","No era como si este restaurante tuviera algunos puntos importantes de jactancia antes, pero ahora es simplemente repulsivo."
1757,DBG#2:15,Eat at your own risk.,Coma bajo su propio riesgo.
1758,CLF#7:0,Gorgeous place ideal for a romantic dinner,Hermoso lugar ideal para una cena romántica.
1759,CLF#7:1,I took my boyfriend for a dinner on saturday night.,Llevé a mi novio a cenar el sábado por la noche.
1760,CLF#7:2,I book a gorgeous white organza tent which included a four course prix fix menu which we enjoyed a lot.,Reservé una hermosa carpa de organza blanca que incluía un menú fijo de precio fijo de cuatro platos que disfrutamos mucho.
1761,CLF#7:3,The service was spectacular as the waiter knew everything about the menu and his recommendations were amazing!,El servicio fue espectacular ya que el camarero sabía todo sobre el menú y sus recomendaciones fueron increíbles.
1762,CLF#7:4,I completely recommend Casa La Femme for any special occasion and to REALLY impress your date.,Recomiendo completamente Casa La Femme para cualquier ocasión especial y para realmente impresionar a su cita.
1763,DBG#7:0,More Williamsburg Garbage,Más basura de Williamsburg
1764,DBG#7:1,My wife and I visited Dokebi tonight.,Mi esposa y yo visitamos Dokebi esta noche.
1765,DBG#7:2,We ordered dosut bibimbap and nakgi-bokum.,Pedimos dosut bibimbap y nakgi-bokum.
1766,DBG#7:3,The dishes came out around 5 minutes apart.,Los platos salieron con unos 5 minutos de diferencia.
1767,DBG#7:4,"The bibimbap was average, but the stone bowl wasn't even close to sizzling.","El bibimbap era normal, pero el cuenco de piedra ni siquiera estaba cerca de chisporrotear."
1768,DBG#7:5,Too bad I had paid an extra $2 for the stone bowl.,Lástima que había pagado $ 2 extra por el cuenco de piedra.
1769,DBG#7:6,The nakgi-bokum was horrible.,El nakgi-bokum fue horrible.
1770,DBG#7:7,Easily the worst stir-fried squid I've ever tasted.,Fácilmente el peor calamar salteado que he probado en mi vida.
1771,DBG#7:8,The sauce tasted more like Chinese fast food than decent Korean.,La salsa sabía más a comida rápida china que a coreana decente.
1772,DBG#7:9,"The side dishes were passable, and I did get a refill upon request.","Los platos de acompañamiento eran aceptables, y obtuve una recarga a pedido."
1773,DBG#7:10,The real problem I had with this place was the complete lack of service.,El verdadero problema que tuve con este lugar fue la completa falta de servicio.
1774,DBG#7:11,I mentioned the squid dish wasn't very good when the waitress visited.,Mencioné que el plato de calamares no era muy bueno cuando visitó la camarera.
1775,DBG#7:12,She just nodded and walked off.,Ella solo asintió y se alejó.
1776,DBG#7:13,"There were no communications issues either, as she spoke perfect English.","Tampoco hubo problemas de comunicación, ya que hablaba un inglés perfecto."
1777,DBG#7:14,"As to my comment about the food, no apology or acknowledgment was made.","En cuanto a mi comentario sobre la comida, no se disculpó ni se hizo ningún reconocimiento."
1778,DBG#7:15,My wife had barely touched that mess of a dish.,Mi esposa apenas había tocado ese desastre de plato.
1779,DBG#7:16,We were charged full price.,Nos cobraron el precio completo.
1780,DBG#7:17,"If you ware looking for Korean fusion, I suggest you try some of the places in the East Village.","Si buscaba fusión coreana, le sugiero que pruebe algunos de los lugares del East Village."
1781,DBG#7:18,"Authentic Korean food lovers should visit 32nd Street, of course.","Los auténticos amantes de la comida coreana deberían visitar la calle 32, por supuesto."
1782,ADLT#9:0,Lives up to the hype,Está a la altura de las expectativas
1783,ADLT#9:1,We've lived around the corner from this place for over a year and finally had dinner there.,Hemos vivido a la vuelta de la esquina de este lugar durante más de un año y finalmente cenamos allí.
1784,ADLT#9:2,We've tried before but it always packed and doesn't take reservations.,"Lo hemos intentado antes, pero siempre está lleno y no acepta reservas."
1785,ADLT#9:3,It was well worth the wait.,Valió la pena esperar.
1786,ADLT#9:4,The wife had the risotto which was amazing.,La esposa tenía el risotto que era increíble.
1787,ADLT#9:5,"It doesn't look appetizing as it's covered in squid ink and it turns your lips and teeth black, but the taste was phenomenal.","No parece apetitoso ya que está cubierto de tinta de calamar y te pone los labios y dientes negros, pero el sabor fue fenomenal."
1788,ADLT#9:6,The farro salad and the mashed yukon potatoes were also extremely tasty.,La ensalada de farro y el puré de papas yukon también eran muy sabrosos.
1789,EVPK#4:0,i love margherita pizza – i looove east village pizza,me encanta la pizza margherita - me encanta la pizza de East Village
