,sentence_id,en,ru
1609,PP#3:4,Need I say more?,Мне нужно еще поговорить?
1610,BHD#6:0,great hot dogs..,отличный хот - дог.
1611,BHD#6:1,the hot dogs were juicy and tender inside and had plenty of crunch and snap on the outside.,"внутри хот - дога сочный, скользкий, на улице много скрипящего шума."
1612,BHD#6:2,great toppings definitely a place you need to check out for late night munchies or a mid day boost!,"хороший поливальник - это точно место, где тебе нужно проверить, есть ли что - нибудь ночью или в полдень."
1613,TM#5:0,great taste,иметь вкус
1614,TM#5:1,"Great, original taste.","Хорошо, сочный."
1615,TM#5:2,"For me dishes a little oily, but overall dining experience good.","для меня блюдо немного жирное, но в целом хорошее."
1616,TM#5:3,Helpful service and average price per dish $10.,"хорошее обслуживание, средняя цена на каждое блюдо 10 долларов."
1617,TM#5:4,The only thing that strikes you is the decor?(not very pleasant).,"Единственное, что тебя впечатляет, это декорация?(не очень приятно)"
1618,TM#6:0,great food,деликатес
1619,TM#6:1,This place has great indian chinese food.,здесь замечательная индийская кухня.
1620,TM#6:2,The flavors are amazing and the value is phenomenal.,"восхитительный вкус, невероятная ценность."
1621,TM#6:3,"Be prepared to wait, because the place is pretty tiny.","готов ждать, потому что это место очень маленькое."
1622,TM#6:4,"Also, they do not take credit card so come with cash!","и, они не принимают кредитные карты, поэтому, пожалуйста, принесите деньги!"
1623,TM#6:5,"Even though the place is not beautiful, the food speaks for itself.","Несмотря на то, что это место не очень красивое, сама еда говорит о проблемах."
1624,TM#6:6,"Best Indian Chinese in the city, by far!",до сих пор лучший индийский китаец в городе!
1625,TVU#6:0,AMAZING MY FAVORITE!!!,"Это здорово, мой любимый!!!"
1626,TVU#6:1,I have been living in NYC for bit now and I have to say I love to go out and explore the scene.,"я жил в Нью - Йорке некоторое время, и должен сказать, что мне нравится выходить на улицу, чтобы отправиться в экспедицию."
1627,TVU#6:2,"I came across Village Underground by accident, now I go there all the time.","Я наткнулся на деревню под землей, и теперь я там."
1628,TVU#6:3,The martinis are amazing and very fairly priced.,"Мартини замечательный, и цена справедливая."
1629,TVU#6:4,"THE SERVICE IS AMAZING, i've had different waiters and they were all nice, which is a rare thing in NYC.","У меня есть разные официанты, они все в порядке, и это редкость в Нью - Йорке."
1630,TVU#6:5,"The DJ is awesome, I have been there for my birthday and a bunch of other times with friends and I keep going back.","ди - Джей был потрясающим, у меня был день рождения, и у меня было много встреч с друзьями, и я вернулся."
1631,TVU#6:6,You can get a table without a reservation if you get there early I they don't make you by bottles.,"если бы вы пришли пораньше, вы могли бы найти столик без бронирования, потому что они не сделали этого с бутылкой."
1632,TVU#6:7,Which lets face it....at times it's a good thing.,Иногда это хорошо.
1633,TVU#6:8,In the end you end up with a fair tab and NOTHING BUT A GREAT TIME!!!,но в конце концов ты будешь счастлив!!!
1634,TVU#6:9,Highly recommended!,очень рекомендую!
1635,ADLT#3:0,"One of the best, if not THE best, restaurants in Park Slope (and NY in general)",Паркер по (Парк Слоуп) один из лучших ресторанов
1636,ADLT#3:1,Everything on the menu is great. ,Все в меню замечательно.
1637,ADLT#3:2,This establishment is the real deal. ,Это агентство - настоящая сделка.
1638,ADLT#3:3,"Wish NY had more of these kind of places: intimate, superb food, homey, top notch all the way around, certainly worth the wait.","надеюсь, в Нью - Йорке будет больше таких мест: частная, вкусная еда, дом, дорога первоклассная, конечно, стоит ждать."
1639,TFS#5:0,"There is ""Expensive-but-worth-it"" and there is ""Expensive-and-WTF""?",Но это очень дорого?
1640,TFS#5:1,This is a twenty-something guy that doesn't mind laying down $300 for a fine and delicious meal for 2 on special occassions.,"Это парень старше 20 лет, и он не возражает, если в особых случаях потратит 300 долларов на вкусный ужин."
1641,TFS#5:2,But $500 for a dinner for two that didn't include Wine?,но не считая $500 за парный ужин с вином?
1642,TFS#5:3,Are you freaking kidding me?,Ты шутишь?
1643,TFS#5:4,"Look, the appetizers were really good.","Слушай, закуска очень вкусная."
1644,TFS#5:5,The entree was also very good.,и основное блюдо тоже очень вкусное.
1645,TFS#5:6,"Can't argue about that, but they are clearly over priced.","Это бесспорно, но они явно завышены."
1646,TFS#5:7,What you are paying for is the environment and the name.,Ты платишь за окружающую среду и имя.
1647,TFS#5:8,"Yes, the place is classy and beautiful, but they most certainly target the uber whealthy Not the common joe that wants to go all out every once in a while.","Да, это место прекрасно и элегантно, но они в первую очередь определили цель - сделать шаг вперед, а не простой человек, который иногда хочет посвятить себя делу."
1648,TFS#5:9,$500 included:,500 долл.
1649,TFS#5:10,Drinks: 2 glasses of Dom Perignon at $35 each.,"напитки: 2 бокала до перриньона, по 35 долларов за бокал."
1650,TFS#5:11,Starters: Kobe Beef Sashimi.,закуска: говядина из Кобе сырая рыба.
1651,TFS#5:12,Which of course is not real Kobe but Wagyu beef.,"Конечно, не настоящий Кобе, а говядина у."
1652,TFS#5:13,Surprised that a place of this caliber would advertise it as Kobe.,"Удивительно, что такое место, как Коби, будет рекламировать его."
1653,TFS#5:14,A beef Consomme.,бульон с говядиной.
1654,TFS#5:15,Entrees: Vanison steak and Bison Steak.,основное блюдо: Ванинский бифштекс и бифштекс бифштекс.
1655,TFS#5:16,Vanison was good but not amazing.,"вэйсон в порядке, но не удивительно."
1656,TFS#5:17,Bison was quite excellent however.,бизон был довольно хорош.
1657,TFS#5:18,Dessert: pure disaster.,десерт: чистое несчастье.
1658,TFS#5:19,Just not good at all.,совсем не хорошо.
1659,TFS#5:20,Some Pineapple covered in a glaze of some kind and some pear tart thing Not impressive at all.,"Некоторые ананасы облились каким - то глазурью, а некоторые грушевые кислоты совсем не впечатляют."
1660,TFS#5:21,"I read reviews that called the restaurant too expensive and I thought to myself, but may be it is worth it.","Я читал комментарии о том, что этот ресторан слишком дорого для меня, я думаю, но, возможно, стоит того."
1661,TFS#5:22,I was wrong.,Я ошибся.
1662,TFS#5:23,"The Four Seasons has history and it is a sort of landmark of New York City restaurants, but trust me, they will charge you through the nose just so that you can say ""I've been to the four seasons restaurant"".","отель четыре сезона имеет долгую историю, является символом здания ресторана в Нью - Йорке, но поверьте мне, они будут взимать с вас высокие тарифы, так что вы можете сказать ""я был в ресторане четыре сезона""."
1663,TFS#5:24,"I wanted to go there to see if it was worth it and sadly, curiousity got the best of me and I paid dearly for it.","Я хочу пойти туда и посмотреть, стоит ли, к сожалению, любопытство завладеть мной, за которое я заплатил высокую цену."
1664,TFS#5:25,"All in all, the food was great (except for the dessserts).",в целом еда очень вкусная (кроме сладкого).
1665,TFS#5:26,The environment is very upscale and you will see a lot of rich guys with trophy wives or just highly paid escorts.,"Здесь очень высокий уровень окружающей среды, и вы увидите, что многие богатые люди носят с женой военные трофеи или просто ухаживают за ней с высокими зарплатами."
1666,TFS#5:27,"If you are going for the food, it will not be worth it.","если ты пойдёшь покупать еду, то это не стоит того."
1667,TFS#5:28,"Yes, it is good, but I've had better for cheaper.","Да, хорошо, но я купил немного дешевле."
1668,TFS#5:29,"You would think they would make up for it with service, sadly, no.","ты подумаешь, что они воспользуются услугами, чтобы исправить это, к сожалению, нет."
1669,TFS#5:30,"Service was just ok, it is not what you'd expect for $500.","служба еще работает, и это не то, чего вы ожидали за 500 долларов."
1670,CLF#3:0,Terrible Waste of money.. scammers,слишком большая волна стоит денег.мошенник
1671,CLF#3:1,I agree that dining at Casa La Femme is like no other dining experience!,"я согласен, что ужин в ресторане ""Каса Ла феми"" отличается от других обедов!"
1672,CLF#3:2,BUT not in a good way.,но не очень хорошо.
1673,CLF#3:3,I am actually offended to have spent so much money on such a bad experience.,"Я так разозлился, что потратил столько денег на такой ужасный опыт."
1674,CLF#3:4,I literally just got back home after visiting Casa La Femme and was so offended by my visit felt it necessary to try and warn other diners who value their money and time.,"Я действительно вернулся домой после того, как посетил Каса Ла Femme, и меня очень огорчило Мое посещение, и я счел необходимым попытаться предупредить тех, кто ценит деньги и время."
1675,CLF#3:5,We went to celebrate two birthdays and wanted to do something special and different.,"Мы пошли на два дня рождения, чтобы сделать что - то особенное и другое."
1676,CLF#3:6,"Our visit their to say the least, was an unpleasant and costly experience!","наш визит к ним, по крайней мере, был неприятным и дорогостоящим опытом!"
1677,CLF#3:7,And even more so unpleasant because it was so costly for such an unpleasant experience.,"еще неприятнее то, что такой неприятный опыт дорого обходится."
1678,CLF#3:8,We did arrive late for our reservation so I can not complain too much about the wait for a table.,"Мы заказали номер, действительно поздно, поэтому я не могу слишком жаловаться на то, что ждать за столом."
1679,CLF#3:9,Although we were told 10-15 minutes and it was more like 45 minutes.,"Хотя нам сказали, что это займет 10 - 15 минут, а это скорее 45 минут."
1680,CLF#3:10,We were ushered to the bar to wait momentarily and upon arrival were so excited.,"нас отвезли в бар на некоторое время, и мы были очень взволнованы."
1681,CLF#3:11,The place is beautiful!,Какое красивое место!
1682,CLF#3:12,The hostess was very pleasant.,хозяйка очень приветливая.
1683,CLF#3:13,"However, our $14 drinks were were horrible!","Тем не менее, мы выпили за 14 баксов слишком плохо!"
1684,CLF#3:14,"Once we finally got a table, despite indicating we wanted an alla carte menu we were pushed into a table that was only price fixed!","когда у нас наконец - то был стол, хотя мы и сказали, что хотим меню, нас все равно толкнули на стол с фиксированной ценой!"
1685,CLF#3:15,"Since we were already waiting so long, we felt we had no other choice but to accept it.","Поскольку мы так долго ждали, у нас нет другого выбора, кроме как принять."
1686,CLF#3:16,Our experience did not ever get any better.,наш опыт никогда не меняется.
1687,CLF#3:17,For each course we waited over 1/2 hour to 45 minutes and were never offered a drink.,"на каждое блюдо мы будем ждать от 1 / 2 до 45 минут, и никто не приглашал нас выпить."
1688,CLF#3:18,We also asked for Hooka six times and the waiter kept telling us one minute and never returning with the Hooka.,"Мы звонили еще шесть раз, Официанты сказали нам минуту и больше не брали с собой дым."
1689,CLF#3:19,After the 4th time i asked again and the waiter than said after our dinner.,"После четвертого раза я снова спросил официанта, которая сказала это после ужина."
1690,CLF#3:20,We asked for beverages and never received them.,"Мы хотели выпить, но не получили."
1691,CLF#3:21,We asked for sides which the waiter than admitted that he forgot to put in that part of our order.,"официант откровенно признался, что забыл положить туда ту часть нашего заказа."
1692,CLF#3:22,My chicken was inedible as there were so many fatty lumps which i had to keep spitting out into my napkin.,"мои куры не могут есть, потому что там слишком много жирных кусков, и я должен их плюнуть на салфетки."
1693,CLF#3:23,I would not expect this for a $55 dinner.,"Я не могу рассчитывать, что это за ужин за 55 долларов."
1694,CLF#3:24,By the time we finished our dinner we still had not received one beverage NOR hooka!,"когда мы ели, мы не пили ни стакана, ни дыма!"
1695,CLF#3:25,What we did do was waste 3 hours being trapped in a table waiting and waiting for food and drinks and hooka.. some of which we never received!,"Все, что мы делаем, это тратим 3 часа на стол в ожидании еды, напитков и дыма.что - то, чего мы никогда не получали!"
1696,CLF#3:26,The only beverage we did receive was water in dirty glasses!,"единственный напиток, который мы получаем, это вода в грязном стакане!"
1697,CLF#3:27,To top it all off.. the main reason we came to your restaurant was for the belly dancers and missed the first show as we were not seated yet and the 2nd belly dancer only danced at two tables in the back of the restaurant and never made it around to the other half of the restaurant.,"самое главное...главная причина, по которой мы пришли в ваш ресторан, это то, что мы пропустили первое представление для того, чтобы прыгнуть с живота, потому что мы еще не сидели и не танцевали на двух столиках за рестораном, а не бегали вокруг второй половины ресторана."
1698,CLF#3:28,"By the time we left our wallets were empy and so were our stomachs AND we missed the show we were supposed to see following our dinner, which would have been acceptable if we got to enjoy the experience of good food and belly dancers!","когда мы уходим, наши кошельки и наш желудок были empy, мы пропустили ужин после того, как должны были видеть шоу, и если мы можем наслаждаться Кейт и танцами живота, то это приемлемо!"
1699,CLF#3:29,If it seemed possible to do so while there I would have fought my bill since my dinner portion of my meal was inedible!,"если это возможно, я буду бороться за свой счет, потому что часть моего ужина не может быть съедена!"
1700,CLF#3:30,"I have never left a restaurant feeling as if i was abused, and wasted my hard earned money.","Я никогда не выходила из ресторана, не чувствовала себя оскорбленной и растрачивала деньги, которые я заработал."
1701,CLF#3:31,MY husbands birthday and my sons was not as it was intended... and we drove two hours to spend too much money to be treated terribly!,"день рождения моего мужа и наших сыновей не так, как я думал...мы проехали два часа в машине, потратили слишком много денег, чтобы люди не могли быть подвергнуты серьезному обращению!"
1702,CLF#3:32,I wish I COULD be refunded!,"Я хочу, чтобы меня вернули!"
1703,BFC#9:0,Don't go with a larger group than 4! ,Не ходи с более чем четырьмя людьми!
1704,BFC#9:1,I went here for a family birthday dinner. ,Я приехал сюда на семейный ужин на день рождения.
1705,BFC#9:2,Five of us walked in at approximately 6:20 on a Thursday evening. ,В четверг вечером около 6: 20 мы втроем вошли.
1706,BFC#9:3,"The hostess said ""Wow that's a large group, unless you aren't together"", to which I replied ""no we are, and there will be one more, so a table for six please."" ","""Вау, это большая группа, если вы не вместе"", я ответил: ""нет, мы вместе, есть еще одна, так что, пожалуйста, дайте мне столик на шесть человек""."
1707,BFC#9:4,"At first we were a little taken aback, as this seemed to present a problem, although the restaurant looked fairly empty, but they hastily put the table together for us.","Сначала мы немного удивились, потому что это кажется проблемой, хотя ресторан выглядит довольно пустым, но они поспешно убирают столики для нас."
1708,BFC#9:5,The menu is fairly simple without much descriptions. ,меню очень простое.
1709,BFC#9:6,"There was no tap beer that evening, which was a disappointment. ","очень жаль, что в тот вечер не было водопроводного пива."
1710,BFC#9:7,"Not much of a selection of bottled beer either, we went with Brahma. ",и не так уж много бутылок пива мы с санскритом ходили вместе.
1711,BFC#9:8,The appetizers we ordered were served quickly - an order of fried oysters and clams were delicious but a tiny portion (maybe 3 of each). ,"мы закажем закуску скоро на стол - одна порция жареных устриц и моллюсков вкусная, но она составляет лишь небольшую часть (по 3 экземпляра каждый)."
1712,BFC#9:9,"The lobster knuckles (special of the day) were ok, but pretty tasteless.","суставы Омара (сегодняшнее фирменное блюдо) можно, но очень не по вкусу."
1713,BFC#9:10,"I believe there were 2 shrimp in the ""salt encrusted shrimp"" appetizer. ","по - моему, в закуске есть две креветки."
1714,BFC#9:11,After we ate our appetizers (which took all of 8 minutes) we ordered another round of Brahma's - and tried to stall a little as we waited for our sixth dinner member. ,"после того, как мы съели закуски (всего 8 минут), мы заказали еще один тур санскритского дня, и мы попытались немного задержаться, ожидая нашего шестого члена ужина."
1715,BFC#9:12,The waitress appeared and asked us if we wanted to go ahead and order. ,"официант пришёл и спросил, не будем ли мы дальше заказывать."
1716,BFC#9:13,We replied that we would like to wait 5 more minutes if that was okay. ,"Мы ответим, если можно, мы хотели бы подождать еще 5 минут."
1717,BFC#9:14,"She replied ""well it would be more convenient for us if you ordered now, since you are a larger party, and it might get crowded."" ","Она ответила, что если вы будете заказывать сейчас, нам будет удобнее, потому что вы большая вечеринка, может быть, будет очень тесно."
1718,BFC#9:15,"We called the other person who was very close by, and she told us to order for her, so we did. ","Мы позвонили другому человеку, который был рядом с нами, и она попросила нас заказать ей ужин, так что мы сделали это."
1719,BFC#9:16,The food arrived in about 15 minutes. ,через 15 минут будет еда.
1720,BFC#9:17,I had the Thai style Fried Sea Bass...which was very good. ,Я ел тайский жареный окунь....очень вкусный.
1721,BFC#9:18,"Everyone seemed generally happy with their food, except my brother who had the grilled Mahi Mahi, seemingly drenched in Grapfruit Juice! ","Все, кажется, довольны своей едой, кроме моего брата, который ест жареную лошадь, рыбу, как будто в виноградном соку!"
1722,BFC#9:19,I heard the lobster roll was excellent. ,"Я слышал, что омары вкусные."
1723,BFC#9:20,"They seemed to continue to rush us along, taking plates without asking if we were done (my sister still had her fork in hand). ","Они, кажется, продолжают нас торопить, не спрашивая, есть ли у нас тарелка (у моей сестры в руках есть вилка)."
1724,BFC#9:21,"All in all the food was good - a little on the expensive side, but fresh. ","В общем, еда хорошая - немного дорогая, но свежая."
1725,BFC#9:22,"Service not the friendliest to our ""large party""! ","служба на нашей ""большой вечеринке"" не самая дружелюбная!"
1726,BFC#9:23,Probably would not go back here.,"Возможно, здесь больше не будет."
1727,BG#5:0,Great Indian food,Индийская кухня
1728,BG#5:1,"I lived on 50th st, and wanted Indian one day so decided to check this place out.",однажды я решил пойти на индийскую улицу и посмотреть.
1729,BG#5:2,"Food was amazing - I love Indian food and eat it quite regularly, but I can say this is one of the best I've had.","Я люблю индийскую кухню и часто ее ем, но могу сказать, что это одна из лучших продуктов, которые я когда - либо ел."
1730,BG#5:3,"Very ""normal Indian food"", but done really well.","очень ""обычная индийская кухня"", но хорошая работа."
1731,BG#5:4,"I have it a 4 instead of 5 because of the price (just chicken tikka masala - no bread of rice - is $25), which I would expect at a upscale Indian restaurant but this place doesn't have an upscale feel.","я ставлю на 4 вместо 5, потому что это стоит 25 долларов (только куриный камаз салат - без риса - 25 долларов), я бы хотел быть в высоком индийском ресторане, но это место не имеет чувства высшего класса."
1732,BG#5:5,"Also, waiters try to push more food on you, like suggest things as if they are complimentary when they actually cost $.","И официанты дадут вам больше еды, например, когда реальная цена будет равна доллару, они будут считать вещи бесплатными."
1733,BG#5:6,I don't appreciate places or people that try to drive up the bill without the patron's knowledge so that was a huge turnoff (more than the price).,"Мне не нравятся места или люди, которые пытаются поднять счёт без ведома клиента, поэтому это большая потеря (выше цены)."
1734,BG#5:7,"But if you're prepared to spend some $ and remember to ask if something they offer is complimentary, then this is the place to go for Indian food","Но если вы готовы потратить немного денег, помните, чтобы спросить их, что предложить бесплатно, то здесь есть индийская кухня."
1735,BG#8:0,One of the BEST,один из лучших
1736,BG#8:1,"Bukhara Grill, the tagline says it all.. ""INDIAN SPICE RAVE""","бухарская шашлыковая, на плакате написано все... ""Индийские пряности """
1737,BG#8:2,My GF and I dine at Bukhara often as she lives near it.,"Моя подруга и я часто обедали в Бухаре, потому что она жила около бухары."
1738,BG#8:3,The lunch buffet is expensive but is deff worth it.,"обед стоит дорого, но он стоит того."
1739,BG#8:4,We go often for lunch and the place is packed.,"мы часто ходим на обед, это место очень переполнено."
1740,BG#8:5,We have gone for dinner only a few times but the same great quality and service is given.,"Мы только несколько раз ходили на ужин, но качество и обслуживание хорошее."
1741,BG#8:6,Bukhara is on my top 5 Indian places in NYC,бухара была первой пятеркой индейцев в моем рейтинге в Нью - Йорке
1742,DBG#2:0,Wretched and retching,Бедный тошнотворный
1743,DBG#2:1,This will be only the third online review I have ever made about a restaurant in my life.,"Это будет третий раз за всю мою жизнь, когда я буду обозревать ресторан в интернете."
1744,DBG#2:2,They have all been tonight and they have all been about the same restaurant.,"Они пришли сегодня вечером, и все пошли в один ресторан."
1745,DBG#2:3,I have never been so disgusted by both food an service.,Я никогда не ненавидел еду и услуги.
1746,DBG#2:4,For starters they delivered us someone else's order.,Сначала они прислали нам приказ.
1747,DBG#2:5,"Fine, I wont hang you for that.","Хорошо, я не буду тебя за это повесить."
1748,DBG#2:6,"However, once I received my predictably mediocre order of what Dokebi thinks passes as Korean fair, (sometimes you have to settle when it's your only option), I got through about half my kimchee before I found a piece of random lettuce accompanied by a far more disgusting, slimy, clearly bad piece of fish skin.","Однако, как только я получил приказ о посредственности, который я мог предвидеть, это то, что дукиби думает о южнокорейской ярмарке (и иногда вы должны решить это, потому что это ваш единственный выбор), я съел около половины огурцов, а потом обнаружил кусок случайного салата и еще более отвратительный, липкий и явно плохой рыбный мех."
1749,DBG#2:7,"Not one to jump to complaints (hence my lack of previous online reviewing), I called the restaurant to give them a heads up that their kitchen might want to check the cleanliness of their prep stations.","Я звоню в ресторан, чтобы они знали, что их кухня, возможно, должна проверить чистоту станции."
1750,DBG#2:8,"My main concern was the sanity of the food that was being sent out to myself and others, but I would be lying is I said that as someone who has worked in restaurants since the age of fifteen I was expecting at least a minimal effort on the part of the restaurant to amend the situation.","Я больше всего беспокоюсь о том, насколько здоровым является питание, которое выдается себе и другим людям, но я говорю, что, как человек, который работает в ресторане с 15 лет, я надеюсь, что рестораны сделают хотя бы что - нибудь, чтобы изменить это положение."
1751,DBG#2:9,None was made so i hung up.,"Никто не сделал этого, поэтому я повесил трубку."
1752,DBG#2:10,Less than three minutes passed before I found myself doubled over the toilet.,"менее чем через три минуты я обнаружил, что перевернулся в туалете."
1753,DBG#2:11,"My girlfriend, being slightly more aggressive, and having been equally disgusted causing her to throw out the remainder of her barely eaten meal, called back only to be informed that I was probably wrong and that it was most likely an oyster, and that we were also blacklisted from their restaurant.","Моя девушка, немного агрессивная, столь же омерзительная, что заставила ее бросить все то, что она почти не ела, и перезвонила, но мне сказали, что, возможно, это были устрицы, и мы были включены в черный список ресторанов."
1754,DBG#2:12,"Not only have I worked in restaurants for many years, I am now in culinary school, I am a huge lover of oysters and fish, and my girlfriend is half Korean!","Я много лет работаю не только в ресторане, но и в кулинарной школе, я очень люблю устрицы и рыбу, моя девушка наполовину кореянка!"
1755,DBG#2:13,We know the difference between and oyster and bad fish.,Мы знаем разницу между устрицами и плохой рыбой.
1756,DBG#2:14,"It wasn't as if this restaurant had any major bragging points before hand, but now it's simply repulsive.","в этом ресторане, кажется, не было большой хватки, но теперь он просто отвратительный."
1757,DBG#2:15,Eat at your own risk.,есть - это рисковать.
1758,CLF#7:0,Gorgeous place ideal for a romantic dinner,идеальное место для романтического ужина
1759,CLF#7:1,I took my boyfriend for a dinner on saturday night.,в субботу вечером я пригласил парня на ужин.
1760,CLF#7:2,I book a gorgeous white organza tent which included a four course prix fix menu which we enjoyed a lot.,"Я заказал великолепную белую палатку с пряжей из пряжи, в которой есть четыре тарелки из пликса, которые мы очень любим."
1761,CLF#7:3,The service was spectacular as the waiter knew everything about the menu and his recommendations were amazing!,"официант хорошо знает меню, его рекомендации удивительные, обслуживание очень замечательное!"
1762,CLF#7:4,I completely recommend Casa La Femme for any special occasion and to REALLY impress your date.,"В любом случае, я буду рекомендовать вам Каса Ла феми, чтобы произвести впечатление на предмет вашего свидания."
1763,DBG#7:0,More Williamsburg Garbage,больше мусора вильямсберга
1764,DBG#7:1,My wife and I visited Dokebi tonight.,сегодня вечером мы с женой уехали в докби.
1765,DBG#7:2,We ordered dosut bibimbap and nakgi-bokum.,Мы заказали бифенербап и нагипокум.
1766,DBG#7:3,The dishes came out around 5 minutes apart.,тарелка вышла примерно через 5 минут.
1767,DBG#7:4,"The bibimbap was average, but the stone bowl wasn't even close to sizzling.","бибимбап - Генерал, но каменная чашка даже близко не шипит."
1768,DBG#7:5,Too bad I had paid an extra $2 for the stone bowl.,"Жаль, что я потратил 2 доллара, чтобы купить каменную миску."
1769,DBG#7:6,The nakgi-bokum was horrible.,Наджи Бокум ужасна.
1770,DBG#7:7,Easily the worst stir-fried squid I've ever tasted.,"Это самый гнилой кальмар, который я когда - либо ел."
1771,DBG#7:8,The sauce tasted more like Chinese fast food than decent Korean.,"этот соус на вкус больше похож на китайский, а не на корейский."
1772,DBG#7:9,"The side dishes were passable, and I did get a refill upon request.","гарнир ещё можно, я ещё могу предложить по просьбе ещё стакан."
1773,DBG#7:10,The real problem I had with this place was the complete lack of service.,Моя реальная проблема в этом месте - полное отсутствие услуг.
1774,DBG#7:11,I mentioned the squid dish wasn't very good when the waitress visited.,"Я упоминал, что когда приходил официант, кальмар был не очень хорош."
1775,DBG#7:12,She just nodded and walked off.,Она просто немного кружится.
1776,DBG#7:13,"There were no communications issues either, as she spoke perfect English.",Она говорит по - английски не идеально.
1777,DBG#7:14,"As to my comment about the food, no apology or acknowledgment was made.","Что касается моих замечаний по поводу еды, то никто не извиняется и не признает."
1778,DBG#7:15,My wife had barely touched that mess of a dish.,Моя жена едва дотронулась до этой грязной тарелки.
1779,DBG#7:16,We were charged full price.,Мы получили полную стоимость.
1780,DBG#7:17,"If you ware looking for Korean fusion, I suggest you try some of the places in the East Village.","если вы хотите найти корейский ядерный синтез, советую вам попробовать какое - нибудь место в восточной деревне."
1781,DBG#7:18,"Authentic Korean food lovers should visit 32nd Street, of course.","Конечно, настоящие корейские гастрономы должны поехать на 32 - ю улицу."
1782,ADLT#9:0,Lives up to the hype,оправдать громкую пропаганду
1783,ADLT#9:1,We've lived around the corner from this place for over a year and finally had dinner there.,"Мы прожили здесь больше года и, наконец, поужинали там."
1784,ADLT#9:2,We've tried before but it always packed and doesn't take reservations.,"Мы пытались раньше, но всегда было слишком тесно, чтобы принять заказ."
1785,ADLT#9:3,It was well worth the wait.,стоит подождать.
1786,ADLT#9:4,The wife had the risotto which was amazing.,жена отлично готовит итальянскую еду.
1787,ADLT#9:5,"It doesn't look appetizing as it's covered in squid ink and it turns your lips and teeth black, but the taste was phenomenal.","Она не выглядит аппетитной, потому что она покрыта чернилами, которые чернят твои губы и зубы, но вкус изумительный."
1788,ADLT#9:6,The farro salad and the mashed yukon potatoes were also extremely tasty.,фарсалат и картофельное пюре в Юконе также очень вкусные.
1789,EVPK#4:0,i love margherita pizza – i looove east village pizza,Я люблю Маргарет пиццу...
1790,EVPK#4:1,"Love this place, every time we are in the city this is one of the places we always go.","любить это место каждый раз, когда мы в городе, это одно из тех мест, куда мы обычно ходим."
1791,EVPK#4:2,A quintessential slice of NYC pizza.,типичная Нью - Йоркская пицца.
1792,EVPK#4:3,"The crust has a great bite and a good chew, the sauce is light with a nice acidity to it, the salt from the cheese is great, really heightens the flavor of all the other components.","У нее хорошая сила укуса и жевания, чистый соус, хорошая кислотность, соль в сыре очень хорошо, действительно повышает вкус всех остальных ингредиентов."
1793,EVPK#4:4,"Personally I like the margherita pizza better, but they are all good.","Лично я предпочитаю Маргарет пиццу, но они вкусные."
1794,Z#6:0,Possibly the Most Romantic Restaurant in the City,"Может быть, в этом городе самый романтичный ресторан."
1795,Z#6:1,"This is undoubtedly my favorite modern Japanese brasserie (that don’t serve sushi), and in my opinion, one of the most romantic restaurants in the city!","Несомненно, это мой любимый Современный японский ресторан (не суши), на мой взгляд, это один из самых романтичных ресторанов в этом городе!"
1796,Z#6:2,"Not only is it an adventure getting to this somewhat hidden spot, once you enter the unmarked wooden doors, the zen and intimate décor will make you feel like you’re no longer in the city.","Это не только приключение, чтобы добраться до этого места немного скрыто, как только ты войдешь в бездонную деревянную дверь, дзен и интимная декорация заставят тебя думать, что ты больше не в городе."
1797,Z#6:3,"If you’re planning to come here, make sure that your date is someone whom you really like since you’ll be ushered to private booths where there will be no people or food watching (choose the ones on the ground level that have glass ceilings so you may see the stars in the sky!).","если вы планируете приехать сюда, обязательно убедитесь, что предмет вашего свидания вам действительно нравится, потому что вы будете доставлены в частный павильон, где никто или еда не могут видеть (выберите на земле стеклянный потолок, чтобы увидеть звезды на небе!)."
1798,Z#6:4,It’s just you and your date and an occasional cute ‘excuse me’ before the waiter opens the little curtain to your booth!,"только ты встречаешься с объектом, перед тем как официантка откроет шторы в своей кабинке, и иногда говоришь ""Простите""!"
1799,Z#6:5,"My party had the BBE $29 fixe prix menu, which was such a wonderful deal since it also came with a flight of sake!","У меня на вечеринке есть 29 баксов за стаканчик по фиксированной цене, и это очень хорошая сделка, потому что у нее тоже есть авиа - спиртное!"
1800,Z#6:6,I never used to be a fan of sakes but am lately experimenting with it a lot more and am acquiring a better taste of it.,"Я никогда не был поклонником саксофона, но в последнее время я предпринял больше попыток и получил лучшие вкусы."
1801,Z#6:7,We started off with a delightful sashimi amuse bouche.,мы стали есть вкусную сырую рыбу.
1802,Z#6:8,Our first course was Tuna Sashimi with Green Yuzu Sauce.,наше первое блюдо - это тунец с кольчатым соком.
1803,Z#6:9,"I picked the Grilled Black Cod as my entree, which I absolutely devoured while someone commented that the Grilled Salmon dish was better.","Я выбрал жареную черную треску в качестве основного блюда, и когда кто - то сказал, что лучше поджарить лосося, я его съел."
1804,Z#6:10,The entrees were served with miso soup and rice.,основное блюдо с рисом и МИСО.
1805,Z#6:11,The sake’s complimented the courses very well and is successfully easing me into the sake world.,"вино восхваляло уроки, и мне удалось войти в мир вина."
