,sentence_id,en,nl
1556,NP#4:10,"For a restaurant with such a good reputation and that is usually so packed, there was no reason for such a lack of intelligent customer service.","Voor een restaurant met zo'n goede reputatie en dat is meestal zo verpakt, was er geen reden voor een dergelijk gebrek aan intelligente klantenservice."
1557,FF#1:0,"A fairly late entry into the haute barnyard sweepstakes, Flatbush Farm isn't in the same league as the Blue Hills or even the Farm on Adderlys of the world, but it's pretty good, albeit with a somewhat dismal setting.","Een vrij laat intrede in de haute Barnyard loterij, Flatbush Farm is niet in dezelfde competitie als de Blue Hills of zelfs de Farm on Adderlys van de wereld, maar het is vrij goed, zij het met een ietwat sombere omgeving."
1558,P#6:0,Unhygienic,Onhygiënisch
1559,P#6:1,I do not recommend.,Ik raad het niet aan.
1560,P#6:2,I went there 2times .,Ik ben er twee keer geweest.
1561,P#6:3,I got hair in my food 2 times of then !,Ik heb twee keer haar in mijn eten.
1562,BzG#2:0,"Great place, great value.","Geweldige plek, grote waarde."
1563,BzG#2:1,"The food is flavorful, plentiful and reasonably priced.","Het eten is smaakvol, overvloedig en redelijk geprijsd."
1564,BzG#2:2,The atmosphere is relaxed and casual.,De sfeer is ontspannen en ontspannen.
1565,BzG#2:3,It's a great place to order from or sit-in.,Het is een geweldige plek om te bestellen van of sit-in.
1566,TVU#4:0,Awesome,Geweldig.
1567,TVU#4:1,"Inexpensive, unassuming, great time!","Niet te duur, bescheiden, geweldig!"
1568,Z#2:0,Sushi experience was unbelievable with my fiance.,Sushi ervaring was ongelooflijk met mijn verloofde.
1569,Z#2:1,Try it!,Probeer het.
1570,Z#2:2,Very pleased,Zeer tevreden
1571,Y#9:0,Good creative rolls!,Goede creatieve rollen!
1572,Y#9:1,"Yamato is an excellent place to go if youre not into sashimi, or if you have friends who doesnt like sushi much.","Yamato is een uitstekende plek om te gaan als je niet van sashimi houdt, of als je vrienden hebt die niet veel van sushi houden."
1573,Y#9:2,"They have great rolls, the triple color and norwegetan rolls, are awesome and filling.","Ze hebben geweldige rollen, de drievoudige kleur en norweGetan rollen, zijn geweldig en vullen."
1574,Y#9:3,"One special roll and one regular roll is enough to fill you up, but save room for dessert!","Een speciale rol en een gewone rol is genoeg om je op te vullen, maar hou ruimte voor het dessert!"
1575,Y#9:4,"They have a delicious banana chocolate dessert, as well as a great green tea tempura.","Ze hebben een heerlijke banaan chocolade dessert, evenals een grote groene thee tempura."
1576,Y#9:5,The appetizers are also delicious!,De hapjes zijn ook heerlijk!
1577,Z#5:0,Amazing food.,Geweldig eten.
1578,Z#5:1,Mazing interior.,Een Mazing interieur.
1579,Z#5:2,Great food!,Lekker eten.
1580,Z#5:3,I've had my fair share of modern Japanese and this spot delivers.,Ik heb mijn deel van het moderne Japans gehad en deze plek levert.
1581,Z#5:4,"The atmosphere was pretty nice but had a bit lacking, which it tries to make up for with a crazy scheme of mirrors.","De sfeer was vrij mooi, maar had een beetje tekort, die het probeert te compenseren met een gek schema van spiegels."
1582,Z#5:5,"If you're into being lost when you're just five feet from your table then hey, that's a good thing.","Als je graag verdwaald bent als je maar een meter van je tafel zit, dan is dat een goede zaak."
1583,Z#5:6,Despite the confusing mirrors this will likely be my go-to for modern Japanese food for the foreseeable future.,Ondanks de verwarrende spiegels zal dit waarschijnlijk mijn go-to voor modern Japans voedsel voor de nabije toekomst.
1584,Z#5:7,Another review here claimed the pre-fix was $29/per person including sake but it is $55 per person not including sake.,"Een andere beoordeling hier beweerde dat de pre-fix was $29/per persoon inclusief sake, maar het is $55 per persoon zonder sake."
1585,TM#4:0,"Indo Chinese food, pretty good...","Indo Chinees eten, vrij goed..."
1586,TM#4:1,Not a very fancy place but very good Chinese style Indian food.,"Geen erg chique plek, maar erg goed Chinees Indiaans eten."
1587,TM#4:2,"The chicken lollipop is my favorite, most of the dishes (I have to agree with a previous reviewer) are quite oily and very spicy, espeically the Chilli Chicken.","De kiplolly is mijn favoriet, de meeste gerechten (ik moet het eens zijn met een vorige recensent) zijn vrij olieachtig en zeer pittig, met name de Chilli kip."
1588,TM#4:3,"My mom originally introduced me to this place, but even she (being Indian) feels the food can be somewhat over the top spicy and far too oily.","Mijn moeder introduceerde me hier oorspronkelijk, maar zelfs zij (Indiaans) vindt dat het eten iets te pittig en veel te olieachtig kan zijn."
1589,TM#4:4,Still we keep going back :),Nog steeds gaan we terug:)
1590,TFS#11:0,I was speechless by the horrible food.,Ik was sprakeloos door het vreselijke eten.
1591,TFS#11:1,"I attended a holiday dinner at the restaurant, and the food was majorly disappointing.","Ik ging naar een feestdiner in het restaurant, en het eten was enorm teleurstellend."
1592,TFS#11:2,"Rather than eating the meat entree being offered, I requested a vegetarian dish.","In plaats van het voorgerecht te eten, vroeg ik om een vegetarisch gerecht."
1593,TFS#11:3,"Rather than preparing vegetarian dish, the chef presented me with a plate of steamed vegetables (minus sauce, seasoning, or any form or aesthetic presentation).","In plaats van vegetarische gerechten te bereiden, gaf de chef me een bord gestoomde groenten (min saus, kruiden, of een vorm of esthetische presentatie)."
1594,TFS#11:4,"I was so stunned, and I left the dinner hungry and majorly disappointing.","Ik was zo verbijsterd, en ik liet het diner hongerig en zeer teleurstellend achter."
1595,TFS#11:5,This place survives on reputation alone.,Deze plek overleeft alleen op reputatie.
1596,TFS#11:6,I will NEVER return.,Ik kom nooit meer terug.
1597,ADLT#10:0,Best In ALL of NYC,Beste in ALLE NYC
1598,ADLT#10:1,"This is the MOST wonderful restaurant in all of New York City, not just Brooklyn...","Dit is het meest geweldige restaurant in heel New York City, niet alleen Brooklyn..."
1599,ADLT#10:2,"for 7 years they have put out the most tasty, most delicious food and kept it that way...","zeven jaar lang hebben ze het meest smakelijke, meest heerlijke voedsel en hield het op die manier..."
1600,ADLT#10:3,"never swaying, never a bad meal, never bad service...","Nooit schommelen, nooit een slechte maaltijd, nooit slechte service..."
1601,ADLT#10:4,I'm telling you...,Ik zeg je...
1602,ADLT#10:5,you should travel from the Bronx to try it...,Je zou vanuit de Bronx moeten reizen om het te proberen...
1603,ADLT#10:6,"great food, great wine list, great service in a great neighborhood...","geweldig eten, geweldige wijnlijst, geweldige service in een geweldige buurt..."
1604,ADLT#10:7,so delicious!!!!!!,zo lekker!!!
1605,PP#3:0,Patsy's Pizza = true love,"Patsy's Pizza, ware liefde."
1606,PP#3:1,Hands down the best pizza on the planet.,De beste pizza van de wereld.
1607,PP#3:2,My bf and I go to the walk-up counter and order a pie.,Mijn vriend en ik gaan naar de balie en bestellen een taart.
1608,PP#3:3,"In about 12 minutes, the thing is gone.",Over twaalf minuten is het ding weg.
1609,PP#3:4,Need I say more?,Moet ik meer zeggen?
1610,BHD#6:0,great hot dogs..,Goede hot dogs.
1611,BHD#6:1,the hot dogs were juicy and tender inside and had plenty of crunch and snap on the outside.,De hot dogs waren sappig en teder van binnen en hadden veel knappen en knappen aan de buitenkant.
1612,BHD#6:2,great toppings definitely a place you need to check out for late night munchies or a mid day boost!,geweldige toppings zeker een plek die je nodig hebt om uit te checken voor late nacht Munches of een mid day boost!
1613,TM#5:0,great taste,geweldige smaak
1614,TM#5:1,"Great, original taste.","Geweldige, originele smaak."
1615,TM#5:2,"For me dishes a little oily, but overall dining experience good.","Voor mij gerechten een beetje olieachtig, maar algemene eetervaring goed."
1616,TM#5:3,Helpful service and average price per dish $10.,Nuttige service en gemiddelde prijs per gerecht $10.
1617,TM#5:4,The only thing that strikes you is the decor?(not very pleasant).,Het enige wat je opvalt is de inrichting?(niet erg aangenaam).
1618,TM#6:0,great food,geweldig eten
1619,TM#6:1,This place has great indian chinese food.,Deze plek heeft geweldig Indiaans Chinees eten.
1620,TM#6:2,The flavors are amazing and the value is phenomenal.,De smaken zijn geweldig en de waarde is fenomenaal.
1621,TM#6:3,"Be prepared to wait, because the place is pretty tiny.","Wees bereid om te wachten, want de plek is vrij klein."
1622,TM#6:4,"Also, they do not take credit card so come with cash!","Ook, ze nemen geen credit card dus kom met contant geld!"
1623,TM#6:5,"Even though the place is not beautiful, the food speaks for itself.","Ook al is de plek niet mooi, het eten spreekt voor zich."
1624,TM#6:6,"Best Indian Chinese in the city, by far!",De beste indiaanse Chinees in de stad.
1625,TVU#6:0,AMAZING MY FAVORITE!!!,AMAZING MY FAVORITE!!!
1626,TVU#6:1,I have been living in NYC for bit now and I have to say I love to go out and explore the scene.,Ik woon nu al een tijdje in NYC en ik moet zeggen dat ik het leuk vind om de scene te verkennen.
1627,TVU#6:2,"I came across Village Underground by accident, now I go there all the time.","Ik kwam per ongeluk door Village Underground, nu ga ik daar de hele tijd heen."
1628,TVU#6:3,The martinis are amazing and very fairly priced.,De martini's zijn geweldig en zeer redelijk geprijsd.
1629,TVU#6:4,"THE SERVICE IS AMAZING, i've had different waiters and they were all nice, which is a rare thing in NYC.","De service is geweldig, ik heb verschillende obers gehad en ze waren allemaal aardig, wat zeldzaam is in NYC."
1630,TVU#6:5,"The DJ is awesome, I have been there for my birthday and a bunch of other times with friends and I keep going back.","De DJ is geweldig, ik ben er voor mijn verjaardag geweest en een heleboel andere keren met vrienden en ik blijf teruggaan."
1631,TVU#6:6,You can get a table without a reservation if you get there early I they don't make you by bottles.,Je kunt een tafel krijgen zonder een reservering als je er vroeg bent ik maak je niet door flessen.
1632,TVU#6:7,Which lets face it....at times it's a good thing.,Dat laten we onder ogen zien. Soms is het een goede zaak.
1633,TVU#6:8,In the end you end up with a fair tab and NOTHING BUT A GREAT TIME!!!,Uiteindelijk eindig je met een eerlijke rekening en NIETS maar een geweldige tijd!!!
1634,TVU#6:9,Highly recommended!,Zeer aanbevolen!
1635,ADLT#3:0,"One of the best, if not THE best, restaurants in Park Slope (and NY in general)","Een van de beste, zo niet DE beste, restaurants in Park Slope (en NY in het algemeen)"
1636,ADLT#3:1,Everything on the menu is great. ,Alles op het menu is geweldig.
1637,ADLT#3:2,This establishment is the real deal. ,Deze zaak is het echte werk.
1638,ADLT#3:3,"Wish NY had more of these kind of places: intimate, superb food, homey, top notch all the way around, certainly worth the wait.","Ik wou dat NY meer van dit soort plaatsen had: intiem, geweldig eten, huiselijk, top notch helemaal rond, zeker het wachten waard."
1639,TFS#5:0,"There is ""Expensive-but-worth-it"" and there is ""Expensive-and-WTF""?","Er is ""Duur-maar-het-waard"" en er is ""Duur-en-WTF""?"
1640,TFS#5:1,This is a twenty-something guy that doesn't mind laying down $300 for a fine and delicious meal for 2 on special occassions.,Dit is een vijfentwintig man die het niet erg vindt om een $300 neer te leggen voor een lekkere maaltijd voor twee op speciale occassions.
1641,TFS#5:2,But $500 for a dinner for two that didn't include Wine?,Maar $500 voor een diner voor twee die geen wijn bevatten?
1642,TFS#5:3,Are you freaking kidding me?,Neem je me in de maling?
1643,TFS#5:4,"Look, the appetizers were really good.",De hapjes waren echt goed.
1644,TFS#5:5,The entree was also very good.,Het hoofdgerecht was ook erg goed.
1645,TFS#5:6,"Can't argue about that, but they are clearly over priced.","Daar kan ik niet over discussiëren, maar ze zijn duidelijk te duur."
1646,TFS#5:7,What you are paying for is the environment and the name.,Waar u voor betaalt is het milieu en de naam.
1647,TFS#5:8,"Yes, the place is classy and beautiful, but they most certainly target the uber whealthy Not the common joe that wants to go all out every once in a while.","Ja, het is stijlvol en mooi, maar ze richten zich zeker op de Uber whealthy niet de gewone Joe die af en toe alles uit wil gaan."
1648,TFS#5:9,$500 included:,$500 inbegrepen:
1649,TFS#5:10,Drinks: 2 glasses of Dom Perignon at $35 each.,Drinken: twee glazen Dom Perignon bij elk $35.
1650,TFS#5:11,Starters: Kobe Beef Sashimi.,Starters: Kobe Beef Sashimi.
1651,TFS#5:12,Which of course is not real Kobe but Wagyu beef.,"Wat natuurlijk niet echt Kobe is, maar Wagyu rundvlees."
1652,TFS#5:13,Surprised that a place of this caliber would advertise it as Kobe.,Verbaasd dat een plek van dit kaliber het zou adverteren als Kobe.
1653,TFS#5:14,A beef Consomme.,Een broodje.
1654,TFS#5:15,Entrees: Vanison steak and Bison Steak.,Biefstuk van Vanison en Bison Steak.
1655,TFS#5:16,Vanison was good but not amazing.,"Vanison was goed, maar niet geweldig."
1656,TFS#5:17,Bison was quite excellent however.,Bison was echter uitstekend.
1657,TFS#5:18,Dessert: pure disaster.,Dessert: pure ramp.
1658,TFS#5:19,Just not good at all.,Maar helemaal niet goed.
1659,TFS#5:20,Some Pineapple covered in a glaze of some kind and some pear tart thing Not impressive at all.,Een soort ananas bedekt met een glazuur en een of ander peer taart ding helemaal niet indrukwekkend.
1660,TFS#5:21,"I read reviews that called the restaurant too expensive and I thought to myself, but may be it is worth it.","Ik heb recensies gelezen die het restaurant te duur noemden en ik dacht bij mezelf, maar misschien is het het waard."
1661,TFS#5:22,I was wrong.,Ik had het mis.
1662,TFS#5:23,"The Four Seasons has history and it is a sort of landmark of New York City restaurants, but trust me, they will charge you through the nose just so that you can say ""I've been to the four seasons restaurant"".","The Four Seasons heeft geschiedenis en het is een soort van mijlpaal in New York City restaurants, maar geloof me, ze zullen je door de neus berekenen, zodat je kunt zeggen ""Ik ben naar het restaurant van de vier seizoenen geweest""."
1663,TFS#5:24,"I wanted to go there to see if it was worth it and sadly, curiousity got the best of me and I paid dearly for it.",Ik wilde er naar toe gaan om te zien of het het waard was en helaas kreeg de curiositeit het beste van me en ik heb er duur voor betaald.
1664,TFS#5:25,"All in all, the food was great (except for the dessserts).",Al met al was het eten geweldig (behalve de desserts).
1665,TFS#5:26,The environment is very upscale and you will see a lot of rich guys with trophy wives or just highly paid escorts.,De omgeving is erg chique en je zult veel rijke mannen zien met trofeeën vrouwen of gewoon zeer betaalde escorts.
1666,TFS#5:27,"If you are going for the food, it will not be worth it.","Als je voor het eten gaat, is het het niet waard."
1667,TFS#5:28,"Yes, it is good, but I've had better for cheaper.","Ja, het is goed, maar ik heb beter voor goedkoper."
1668,TFS#5:29,"You would think they would make up for it with service, sadly, no.","Je zou denken dat ze het goed zouden maken met service, helaas, nee."
1669,TFS#5:30,"Service was just ok, it is not what you'd expect for $500.","De service was ok é, het is niet wat je zou verwachten voor $500."
1670,CLF#3:0,Terrible Waste of money.. scammers,Verschrikkelijke verspilling van geld.scammers
1671,CLF#3:1,I agree that dining at Casa La Femme is like no other dining experience!,Ik ben het ermee eens dat eten in Casa La Femme is als geen andere eetervaring!
1672,CLF#3:2,BUT not in a good way.,Maar niet op een goede manier.
1673,CLF#3:3,I am actually offended to have spent so much money on such a bad experience.,Ik ben eigenlijk beledigd dat ik zoveel geld heb uitgegeven aan zo'n slechte ervaring.
1674,CLF#3:4,I literally just got back home after visiting Casa La Femme and was so offended by my visit felt it necessary to try and warn other diners who value their money and time.,Ik kwam net thuis na een bezoek aan Casa La Femme en voelde me zo beledigd door mijn bezoek dat het nodig was om te proberen andere gasten te waarschuwen die hun geld en tijd waarderen.
1675,CLF#3:5,We went to celebrate two birthdays and wanted to do something special and different.,We gingen twee verjaardagen vieren en wilden iets speciaals en anders doen.
1676,CLF#3:6,"Our visit their to say the least, was an unpleasant and costly experience!",Ons bezoek was op zijn zachtst gezegd een onaangename en kostbare ervaring!
1677,CLF#3:7,And even more so unpleasant because it was so costly for such an unpleasant experience.,En nog onaangenamer omdat het zo duur was voor zo'n onaangename ervaring.
1678,CLF#3:8,We did arrive late for our reservation so I can not complain too much about the wait for a table.,We kwamen te laat voor onze reservering dus ik kan niet te veel klagen over het wachten op een tafel.
1679,CLF#3:9,Although we were told 10-15 minutes and it was more like 45 minutes.,Hoewel we tien-15 minuten kregen en het was meer als 45 minuten.
1680,CLF#3:10,We were ushered to the bar to wait momentarily and upon arrival were so excited.,We werden naar de bar gebracht om even te wachten en bij aankomst waren we zo opgewonden.
1681,CLF#3:11,The place is beautiful!,Het is hier prachtig.
1682,CLF#3:12,The hostess was very pleasant.,De gastvrouw was erg aangenaam.
1683,CLF#3:13,"However, our $14 drinks were were horrible!","Echter, onze $14 drankjes waren verschrikkelijk!"
1684,CLF#3:14,"Once we finally got a table, despite indicating we wanted an alla carte menu we were pushed into a table that was only price fixed!","Zodra we eindelijk een tafel kregen, ondanks dat we een alla carte menu wilden we werden geduwd in een tabel die alleen de prijs vast was!"
1685,CLF#3:15,"Since we were already waiting so long, we felt we had no other choice but to accept it.","Omdat we al zo lang wachtten, vonden we dat we geen andere keus hadden dan het te accepteren."
1686,CLF#3:16,Our experience did not ever get any better.,Onze ervaring is nooit beter geworden.
1687,CLF#3:17,For each course we waited over 1/2 hour to 45 minutes and were never offered a drink.,Voor elke cursus wachtten we meer dan 1/2 uur tot 45 minuten en kregen we nooit een drankje aangeboden.
1688,CLF#3:18,We also asked for Hooka six times and the waiter kept telling us one minute and never returning with the Hooka.,We hebben ook zes keer om Hooka gevraagd en de ober bleef ons een minuut vertellen en nooit terugkeren met de Hooka.
1689,CLF#3:19,After the 4th time i asked again and the waiter than said after our dinner.,Na de vierde keer vroeg ik het opnieuw en de ober dan gezegd na ons diner.
1690,CLF#3:20,We asked for beverages and never received them.,We vroegen om drankjes en hebben ze nooit ontvangen.
1691,CLF#3:21,We asked for sides which the waiter than admitted that he forgot to put in that part of our order.,We vroegen om kanten die de ober niet toegaf dat hij dat deel van onze bestelling vergat in te zetten.
1692,CLF#3:22,My chicken was inedible as there were so many fatty lumps which i had to keep spitting out into my napkin.,Mijn kip was oneetbaar omdat er zoveel vetzuren waren die ik moest blijven spugen in mijn servet.
1693,CLF#3:23,I would not expect this for a $55 dinner.,Ik zou dit niet verwachten voor een $55 diner.
1694,CLF#3:24,By the time we finished our dinner we still had not received one beverage NOR hooka!,Tegen de tijd dat we klaar waren met eten hadden we nog steeds geen drankje NOR hooka gekregen!
1695,CLF#3:25,What we did do was waste 3 hours being trapped in a table waiting and waiting for food and drinks and hooka.. some of which we never received!,Wat we deden was drie uur in een tafel zitten wachten en wachten op eten en drinken en spijbelen.Waarvan we sommige nooit hebben ontvangen!
1696,CLF#3:26,The only beverage we did receive was water in dirty glasses!,Het enige drankje dat we kregen was water in vieze glazen.
1697,CLF#3:27,To top it all off.. the main reason we came to your restaurant was for the belly dancers and missed the first show as we were not seated yet and the 2nd belly dancer only danced at two tables in the back of the restaurant and never made it around to the other half of the restaurant.,Om alles op te vullen...De belangrijkste reden dat we naar uw restaurant kwamen was voor de buikdansers en miste de eerste show omdat we nog niet zaten en de tweede buikdanser danste alleen aan twee tafels achterin het restaurant en kwam nooit naar de andere helft van het restaurant.
1698,CLF#3:28,"By the time we left our wallets were empy and so were our stomachs AND we missed the show we were supposed to see following our dinner, which would have been acceptable if we got to enjoy the experience of good food and belly dancers!","Tegen de tijd dat we weggingen waren onze portemonnees vol en onze magen ook en we misten de show die we moesten zien na ons diner, wat aanvaardbaar zou zijn geweest als we konden genieten van de ervaring van goed eten en buikdansers!"
1699,CLF#3:29,If it seemed possible to do so while there I would have fought my bill since my dinner portion of my meal was inedible!,Als het mogelijk leek om dat te doen terwijl ik daar zou hebben gevochten mijn rekening omdat mijn diner deel van mijn maaltijd was oneetbaar!
1700,CLF#3:30,"I have never left a restaurant feeling as if i was abused, and wasted my hard earned money.","Ik heb nog nooit een restaurant verlaten met het gevoel dat ik misbruikt werd, en mijn hard verdiende geld verspild."
1701,CLF#3:31,MY husbands birthday and my sons was not as it was intended... and we drove two hours to spend too much money to be treated terribly!,M'n man was jarig en m'n zonen waren niet zoals het bedoeld was.En we reden twee uur om te veel geld uit te geven om vreselijk behandeld te worden!
1702,CLF#3:32,I wish I COULD be refunded!,Ik wou dat ik kon worden terugbetaald!
1703,BFC#9:0,Don't go with a larger group than 4! ,Ga niet met een grotere groep dan 4!
1704,BFC#9:1,I went here for a family birthday dinner. ,Ik ging hier voor een familie verjaardagsdiner.
1705,BFC#9:2,Five of us walked in at approximately 6:20 on a Thursday evening. ,Vijf van ons kwamen binnen op ongeveer 6:20 op een donderdagavond.
1706,BFC#9:3,"The hostess said ""Wow that's a large group, unless you aren't together"", to which I replied ""no we are, and there will be one more, so a table for six please."" ","De gastvrouw zei: ""Wow dat is een grote groep, tenzij jullie niet samen zijn"", waarop ik antwoordde ""nee we zijn, en er zal er nog een zijn, dus een tafel voor zes alstublieft."""
1707,BFC#9:4,"At first we were a little taken aback, as this seemed to present a problem, although the restaurant looked fairly empty, but they hastily put the table together for us.","In het begin waren we een beetje verrast, omdat dit een probleem leek te zijn, hoewel het restaurant er vrij leeg uitzag, maar ze haastig de tafel voor ons samen te zetten."
1708,BFC#9:5,The menu is fairly simple without much descriptions. ,Het menu is vrij eenvoudig zonder veel beschrijvingen.
1709,BFC#9:6,"There was no tap beer that evening, which was a disappointment. ","Er was geen tapbier die avond, wat een teleurstelling was."
1710,BFC#9:7,"Not much of a selection of bottled beer either, we went with Brahma. ","Niet veel van een selectie van gebotteld bier, we gingen met Brahma."
1711,BFC#9:8,The appetizers we ordered were served quickly - an order of fried oysters and clams were delicious but a tiny portion (maybe 3 of each). ,"De voorgerechten die we besteld hebben werden snel geserveerd. Een bestelling van gefrituurde oesters en mosselen was heerlijk, maar een klein portie (misschien drie van elk)."
1712,BFC#9:9,"The lobster knuckles (special of the day) were ok, but pretty tasteless.","De kreeft knokkels (speciaal van de dag) waren ok, maar vrij smakeloos."
1713,BFC#9:10,"I believe there were 2 shrimp in the ""salt encrusted shrimp"" appetizer. ",Volgens mij zaten er twee garnalen in het voorgerecht.
1714,BFC#9:11,After we ate our appetizers (which took all of 8 minutes) we ordered another round of Brahma's - and tried to stall a little as we waited for our sixth dinner member. ,Nadat we ons voorgerecht hadden gegeten (wat acht minuten duurde) bestelden we nog een rondje van Brahma's en probeerden we een beetje te rekken terwijl we wachtten op ons zesde eetlid.
1715,BFC#9:12,The waitress appeared and asked us if we wanted to go ahead and order. ,De serveerster verscheen en vroeg of we verder wilden gaan en bestellen.
1716,BFC#9:13,We replied that we would like to wait 5 more minutes if that was okay. ,We hebben geantwoord dat we nog vijf minuten zouden willen wachten als dat goed was.
1717,BFC#9:14,"She replied ""well it would be more convenient for us if you ordered now, since you are a larger party, and it might get crowded."" ","Ze antwoordde: ""Nou, het zou beter voor ons zijn als je nu zou bestellen, aangezien je een groter feest bent, en het zou kunnen worden overbevolkt."""
1718,BFC#9:15,"We called the other person who was very close by, and she told us to order for her, so we did. ","We belden de andere persoon die heel dichtbij was, en ze zei dat we voor haar moesten bestellen, dus deden we dat."
1719,BFC#9:16,The food arrived in about 15 minutes. ,Het eten kwam over vijftien minuten.
1720,BFC#9:17,I had the Thai style Fried Sea Bass...which was very good. ,Ik had de Thai stijl Fried Sea Bass... wat erg goed was.
1721,BFC#9:18,"Everyone seemed generally happy with their food, except my brother who had the grilled Mahi Mahi, seemingly drenched in Grapfruit Juice! ","Iedereen leek over het algemeen tevreden met hun eten, behalve mijn broer die de gegrilde Mahi Mahi had, schijnbaar doorweekt in grapefruitsap!"
1722,BFC#9:19,I heard the lobster roll was excellent. ,Ik hoorde dat de kreeft broodje uitstekend was.
1723,BFC#9:20,"They seemed to continue to rush us along, taking plates without asking if we were done (my sister still had her fork in hand). ","Ze bleven ons opjagen, zonder te vragen of we klaar waren (mijn zus had nog steeds haar vork in de hand)."
1724,BFC#9:21,"All in all the food was good - a little on the expensive side, but fresh. ","Al met al was het eten goed... een beetje aan de dure kant, maar vers."
1725,BFC#9:22,"Service not the friendliest to our ""large party""! ","Service niet de vriendelijkste voor ons ""grote feest""!"
1726,BFC#9:23,Probably would not go back here.,Waarschijnlijk zou ik hier niet terug gaan.
1727,BG#5:0,Great Indian food,Geweldig Indiaas eten
1728,BG#5:1,"I lived on 50th st, and wanted Indian one day so decided to check this place out.","Ik woonde op 50ste st, en wilde op een dag Indiaas dus besloot om deze plek te bekijken."
1729,BG#5:2,"Food was amazing - I love Indian food and eat it quite regularly, but I can say this is one of the best I've had.","Eten was geweldig. Ik hou van Indiaas eten en het regelmatig eten, maar ik kan zeggen dat dit een van de beste is die ik heb gehad."
1730,BG#5:3,"Very ""normal Indian food"", but done really well.","Zeer ""normaal Indisch eten"", maar goed gedaan."
1731,BG#5:4,"I have it a 4 instead of 5 because of the price (just chicken tikka masala - no bread of rice - is $25), which I would expect at a upscale Indian restaurant but this place doesn't have an upscale feel.","Ik heb het een 4 in plaats van 5 vanwege de prijs (gewoon kip tikka masala --geen brood met rijst $25), wat ik zou verwachten in een luxe Indiase restaurant maar deze plek heeft geen luxe gevoel."
1732,BG#5:5,"Also, waiters try to push more food on you, like suggest things as if they are complimentary when they actually cost $.","Ook, obers proberen meer voedsel op je te duwen, zoals het suggereren van dingen alsof ze zijn gratis wanneer ze daadwerkelijk kosten $."
1733,BG#5:6,I don't appreciate places or people that try to drive up the bill without the patron's knowledge so that was a huge turnoff (more than the price).,"Ik waardeer geen plaatsen of mensen die proberen om de rekening op te drijven zonder de medeweten van de opdrachtgever, dus dat was een enorme afknapper (meer dan de prijs)."
1734,BG#5:7,"But if you're prepared to spend some $ and remember to ask if something they offer is complimentary, then this is the place to go for Indian food","Maar als je bereid bent om wat uit te geven en vergeet niet te vragen of iets wat ze aanbieden gratis is, dan is dit de plek om te gaan voor Indiaas eten"
1735,BG#8:0,One of the BEST,Een van de BEST
1736,BG#8:1,"Bukhara Grill, the tagline says it all.. ""INDIAN SPICE RAVE""","Bukhara Grill, de slogan zegt alles...DIANSE SPICE RAVE"
1737,BG#8:2,My GF and I dine at Bukhara often as she lives near it.,Mijn vriendin en ik dineren vaak in Bukhara als ze er dichtbij woont.
1738,BG#8:3,The lunch buffet is expensive but is deff worth it.,"Het lunch buffet is duur, maar is het zeker waard."
1739,BG#8:4,We go often for lunch and the place is packed.,We gaan vaak lunchen en de plek is vol.
1740,BG#8:5,We have gone for dinner only a few times but the same great quality and service is given.,"We zijn maar een paar keer uit eten geweest, maar we hebben dezelfde kwaliteit en service."
1741,BG#8:6,Bukhara is on my top 5 Indian places in NYC,Bukhara is op mijn top 5 Indiaanse plaatsen in NYC
1742,DBG#2:0,Wretched and retching,Wreed en kokend
1743,DBG#2:1,This will be only the third online review I have ever made about a restaurant in my life.,Dit is pas de derde online review die ik ooit heb gemaakt over een restaurant in mijn leven.
1744,DBG#2:2,They have all been tonight and they have all been about the same restaurant.,Ze zijn allemaal vanavond geweest en ze zijn allemaal over hetzelfde restaurant geweest.
1745,DBG#2:3,I have never been so disgusted by both food an service.,Ik ben nog nooit zo walgelijk geweest door beide voedsel een dienst.
1746,DBG#2:4,For starters they delivered us someone else's order.,Om te beginnen hebben ze ons iemand anders bestelling bezorgd.
1747,DBG#2:5,"Fine, I wont hang you for that.","Goed, daar hang ik je niet voor op."
1748,DBG#2:6,"However, once I received my predictably mediocre order of what Dokebi thinks passes as Korean fair, (sometimes you have to settle when it's your only option), I got through about half my kimchee before I found a piece of random lettuce accompanied by a far more disgusting, slimy, clearly bad piece of fish skin.","Echter, toen ik mijn voorspelbare middelmatige volgorde kreeg van wat Dokebi denkt dat passeert als Koreaanse fair (soms moet je schikken wanneer het je enige optie is), kreeg ik ongeveer de helft van mijn kimchee voordat ik een stuk willekeurige sla vond vergezeld van een veel walgelijker, slijmerig, duidelijk slecht stuk vis huid."
1749,DBG#2:7,"Not one to jump to complaints (hence my lack of previous online reviewing), I called the restaurant to give them a heads up that their kitchen might want to check the cleanliness of their prep stations.","Niet iemand om te springen op klachten (vandaar mijn gebrek aan vorige online review), ik belde het restaurant om hen een heads up dat hun keuken zou willen controleren de netheid van hun prep stations."
