,sentence_id,en,es
1712,BFC#9:9,"The lobster knuckles (special of the day) were ok, but pretty tasteless.","Los nudillos de la langosta están bien, pero no saben bien."
1713,BFC#9:10,"I believe there were 2 shrimp in the ""salt encrusted shrimp"" appetizer. ",Creo que hay dos camarones en el aperitivo.
1714,BFC#9:11,After we ate our appetizers (which took all of 8 minutes) we ordered another round of Brahma's - and tried to stall a little as we waited for our sixth dinner member. ,"Después de terminar el aperitivo (ocho minutos en total), pedimos otra ronda de sánscritos y tratamos de retrasarla un poco mientras esperamos a nuestro sexto miembro en la cena."
1715,BFC#9:12,The waitress appeared and asked us if we wanted to go ahead and order. ,El camarero apareció y nos preguntó si queríamos pedir más.
1716,BFC#9:13,We replied that we would like to wait 5 more minutes if that was okay. ,"Respondimos que, de ser posible, nos gustaría esperar otros cinco minutos."
1717,BFC#9:14,"She replied ""well it would be more convenient for us if you ordered now, since you are a larger party, and it might get crowded."" ","Ella respondió: ""Si ordenas ahora, estaremos más cómodos, porque eres una fiesta más grande, y probablemente habrá mucha gente""."
1718,BFC#9:15,"We called the other person who was very close by, and she told us to order for her, so we did. ","Llamamos a otra persona que estaba muy cerca de nosotros y nos pidió que le pidiéramos comida, así que lo hicimos."
1719,BFC#9:16,The food arrived in about 15 minutes. ,La comida llegará en unos 15 minutos.
1720,BFC#9:17,I had the Thai style Fried Sea Bass...which was very good. ,Comí una Perca tailandesa... Muy buena.
1721,BFC#9:18,"Everyone seemed generally happy with their food, except my brother who had the grilled Mahi Mahi, seemingly drenched in Grapfruit Juice! ","¡Todos parecen contentos con su comida, excepto mi hermano, que come salmón asado, que parece estar impregnado de uva!"
1722,BFC#9:19,I heard the lobster roll was excellent. ,He oído que los rollos de langosta son buenos.
1723,BFC#9:20,"They seemed to continue to rush us along, taking plates without asking if we were done (my sister still had her fork in hand). ","Parece que nos siguen empujando, sin preguntarnos si hemos terminado o no los platos (mi hermana todavía tiene un tenedor en la mano)."
1724,BFC#9:21,"All in all the food was good - a little on the expensive side, but fresh. ","En general, la comida es buena - algo cara, pero fresca."
1725,BFC#9:22,"Service not the friendliest to our ""large party""! ",¡El servicio no es el más amable para nuestra gran fiesta!
1726,BFC#9:23,Probably would not go back here.,Tal vez no vuelva aquí.
1727,BG#5:0,Great Indian food,Gastronomía de India
1728,BG#5:1,"I lived on 50th st, and wanted Indian one day so decided to check this place out.",Así que un día decidí ir a ver Indian Street.
1729,BG#5:2,"Food was amazing - I love Indian food and eat it quite regularly, but I can say this is one of the best I've had.","La comida es fantástica - Me gusta la comida india y a menudo, pero puedo decir que es una de las mejores que he comido."
1730,BG#5:3,"Very ""normal Indian food"", but done really well.","Es ""comida india normal"", pero está bien."
1731,BG#5:4,"I have it a 4 instead of 5 because of the price (just chicken tikka masala - no bread of rice - is $25), which I would expect at a upscale Indian restaurant but this place doesn't have an upscale feel.","Lo puse en 4 en lugar de 5, porque el precio es de 25 dólares (sólo pollo tikamara ensalada - sin pan de arroz - 25 dólares), y me gustaría estar en un restaurante indio de lujo, pero este lugar no se siente de lujo."
1732,BG#5:5,"Also, waiters try to push more food on you, like suggest things as if they are complimentary when they actually cost $.","Además, los camareros te darán más comida, por ejemplo, cuando el precio real sea de dólares, lo tratarán como si fuera gratis."
1733,BG#5:6,I don't appreciate places or people that try to drive up the bill without the patron's knowledge so that was a huge turnoff (more than the price).,"No me gustan los lugares o las personas que tratan de subir las facturas sin el conocimiento del cliente, por lo que es una gran pérdida (más que el precio)."
1734,BG#5:7,"But if you're prepared to spend some $ and remember to ask if something they offer is complimentary, then this is the place to go for Indian food","Pero si vas a gastar un poco de dinero, Pregúntales si lo que ofrecen es gratis, entonces aquí es donde se come la comida india."
1735,BG#8:0,One of the BEST,Uno de los mejores.
1736,BG#8:1,"Bukhara Grill, the tagline says it all.. ""INDIAN SPICE RAVE""","El Asador de Bujará, el letrero dice todo...Aroma indio"
1737,BG#8:2,My GF and I dine at Bukhara often as she lives near it.,Mi novia y yo solíamos comer en Bujará porque vivía cerca de allí.
1738,BG#8:3,The lunch buffet is expensive but is deff worth it.,"El buffet es caro, pero vale la pena."
1739,BG#8:4,We go often for lunch and the place is packed.,Solíamos ir a almorzar y este lugar estaba lleno.
1740,BG#8:5,We have gone for dinner only a few times but the same great quality and service is given.,"Sólo hemos ido a cenar unas pocas veces, pero la calidad y el servicio son buenos."
1741,BG#8:6,Bukhara is on my top 5 Indian places in NYC,Bukhara es mi quinta mejor India en Nueva York.
1742,DBG#2:0,Wretched and retching,Pobre asqueroso.
1743,DBG#2:1,This will be only the third online review I have ever made about a restaurant in my life.,"Por tercera vez en mi vida, voy a comentar un restaurante en línea."
1744,DBG#2:2,They have all been tonight and they have all been about the same restaurant.,Han estado aquí toda la noche y han ido al mismo restaurante.
1745,DBG#2:3,I have never been so disgusted by both food an service.,Nunca he odiado tanto la comida y los servicios.
1746,DBG#2:4,For starters they delivered us someone else's order.,"Primero, nos enviaron pedidos de otros."
1747,DBG#2:5,"Fine, I wont hang you for that.","Bueno, no voy a colgarte por eso."
1748,DBG#2:6,"However, once I received my predictably mediocre order of what Dokebi thinks passes as Korean fair, (sometimes you have to settle when it's your only option), I got through about half my kimchee before I found a piece of random lettuce accompanied by a far more disgusting, slimy, clearly bad piece of fish skin.","Sin embargo, una vez que recibí el pedido mediocre que esperaba, que era lo que dokebi pensaba que era la Feria de Corea (A veces tienes que resolver porque es la única opción), comí casi la mitad de los pepinillos y encontré una lechuga al azar y una piel de pescado más asquerosa, pegajosa y obviamente mala."
1749,DBG#2:7,"Not one to jump to complaints (hence my lack of previous online reviewing), I called the restaurant to give them a heads up that their kitchen might want to check the cleanliness of their prep stations.",Llamé a los restaurantes y les dije que sus cocinas podrían necesitar revisar el nivel de limpieza de las estaciones de preparación.
1750,DBG#2:8,"My main concern was the sanity of the food that was being sent out to myself and others, but I would be lying is I said that as someone who has worked in restaurants since the age of fifteen I was expecting at least a minimal effort on the part of the restaurant to amend the situation.","Lo que más me preocupa es la salud de la comida que se distribuye a mí y a los demás, pero lo que digo es que, como persona que ha trabajado en un restaurante desde los 15 años, espero que el restaurante haga al menos un esfuerzo por cambiar esta situación."
1751,DBG#2:9,None was made so i hung up.,"Nadie lo hizo, así que colgué."
1752,DBG#2:10,Less than three minutes passed before I found myself doubled over the toilet.,"En menos de tres minutos, me encontré en el baño."
1753,DBG#2:11,"My girlfriend, being slightly more aggressive, and having been equally disgusted causing her to throw out the remainder of her barely eaten meal, called back only to be informed that I was probably wrong and that it was most likely an oyster, and that we were also blacklisted from their restaurant.","Mi novia, un poco agresiva, también odiaba que tirara todo lo que casi no había comido, y me llamó y me dijo que quizá estaba equivocada, que probablemente era una ostra y que nosotros también estábamos en la lista negra de su restaurante."
1754,DBG#2:12,"Not only have I worked in restaurants for many years, I am now in culinary school, I am a huge lover of oysters and fish, and my girlfriend is half Korean!","¡No sólo he trabajado en restaurantes durante años, sino que también estoy en la escuela de cocina, me gustan mucho las ostras y los peces, y mi novia es media coreana!"
1755,DBG#2:13,We know the difference between and oyster and bad fish.,Sabemos la diferencia entre las ostras y los peces malos.
1756,DBG#2:14,"It wasn't as if this restaurant had any major bragging points before hand, but now it's simply repulsive.","Este restaurante no parecía tener mucho que jactarse, pero ahora es asqueroso."
1757,DBG#2:15,Eat at your own risk.,Hay que arriesgarse a comer.
1758,CLF#7:0,Gorgeous place ideal for a romantic dinner,Es el lugar ideal para una cena romántica.
1759,CLF#7:1,I took my boyfriend for a dinner on saturday night.,El sábado por la noche llevaré a mi novio a cenar.
1760,CLF#7:2,I book a gorgeous white organza tent which included a four course prix fix menu which we enjoyed a lot.,"Reservé una hermosa tienda de Eugenio blanco, con un plato de cuatro platos de plix, que nos gusta mucho."
1761,CLF#7:3,The service was spectacular as the waiter knew everything about the menu and his recommendations were amazing!,"El camarero conoce el menú, sus recomendaciones son asombrosas y el servicio es excelente."
1762,CLF#7:4,I completely recommend Casa La Femme for any special occasion and to REALLY impress your date.,"En cualquier ocasión especial, te recomendaré a casa la femme para impresionar a tu cita."
1763,DBG#7:0,More Williamsburg Garbage,Más basura de Williamsburg.
1764,DBG#7:1,My wife and I visited Dokebi tonight.,Mi esposa y yo fuimos a Dobby esta noche.
1765,DBG#7:2,We ordered dosut bibimbap and nakgi-bokum.,Pedimos bisfenol Bap y najipokum.
1766,DBG#7:3,The dishes came out around 5 minutes apart.,Los platos salen cada cinco minutos.
1767,DBG#7:4,"The bibimbap was average, but the stone bowl wasn't even close to sizzling.","El bibimpamp es normal, pero el tazón de piedra ni siquiera se acerca a un silbido."
1768,DBG#7:5,Too bad I had paid an extra $2 for the stone bowl.,Lástima que gasté dos dólares más en un tazón de piedra.
1769,DBG#7:6,The nakgi-bokum was horrible.,Nagi Bocoum es terrible.
1770,DBG#7:7,Easily the worst stir-fried squid I've ever tasted.,Es el peor despido que he probado.
1771,DBG#7:8,The sauce tasted more like Chinese fast food than decent Korean.,La salsa sabe más a comida rápida China que a coreano.
1772,DBG#7:9,"The side dishes were passable, and I did get a refill upon request.","El plato está bien, y puedo pedir otro."
1773,DBG#7:10,The real problem I had with this place was the complete lack of service.,Mi verdadero problema con este lugar es la falta total de servicios.
1774,DBG#7:11,I mentioned the squid dish wasn't very good when the waitress visited.,Mencioné que la comida de calamar no era buena cuando vino la mesera.
1775,DBG#7:12,She just nodded and walked off.,Se fue con la cabeza.
1776,DBG#7:13,"There were no communications issues either, as she spoke perfect English.",Ella tampoco habla inglés perfecto.
1777,DBG#7:14,"As to my comment about the food, no apology or acknowledgment was made.","En cuanto a mis comentarios sobre la comida, nadie se disculpó ni admitió."
1778,DBG#7:15,My wife had barely touched that mess of a dish.,Mi esposa apenas ha tocado ese plato sucio.
1779,DBG#7:16,We were charged full price.,Nos cobraron el precio completo.
1780,DBG#7:17,"If you ware looking for Korean fusion, I suggest you try some of the places in the East Village.","Si quieres una fusión nuclear coreana, te sugiero que pruebes algunos lugares en la aldea este."
1781,DBG#7:18,"Authentic Korean food lovers should visit 32nd Street, of course.","Por supuesto, los verdaderos aficionados coreanos deben ir a la calle 32."
1782,ADLT#9:0,Lives up to the hype,A la publicidad.
1783,ADLT#9:1,We've lived around the corner from this place for over a year and finally had dinner there.,Vivíamos cerca de aquí por más de un año y finalmente cenamos allí.
1784,ADLT#9:2,We've tried before but it always packed and doesn't take reservations.,"Lo hemos intentado antes, pero siempre está abarrotado y no acepta reservas."
1785,ADLT#9:3,It was well worth the wait.,Vale la pena esperar.
1786,ADLT#9:4,The wife had the risotto which was amazing.,La comida italiana de la esposa es fantástica.
1787,ADLT#9:5,"It doesn't look appetizing as it's covered in squid ink and it turns your lips and teeth black, but the taste was phenomenal.","No parece un aperitivo, porque está cubierto de tinta de calamar y puede oscurecer tus labios y dientes, pero sabe increíble."
1788,ADLT#9:6,The farro salad and the mashed yukon potatoes were also extremely tasty.,La ensalada de Faro y el puré de patatas del Yukón también son deliciosos.
1789,EVPK#4:0,i love margherita pizza – i looove east village pizza,Me gusta la pizza Margaret.
1790,EVPK#4:1,"Love this place, every time we are in the city this is one of the places we always go.","Amar este lugar, cada vez que estamos en la Ciudad, es uno de los lugares que frecuentamos."
1791,EVPK#4:2,A quintessential slice of NYC pizza.,Una pizza típica de Nueva York.
1792,EVPK#4:3,"The crust has a great bite and a good chew, the sauce is light with a nice acidity to it, the salt from the cheese is great, really heightens the flavor of all the other components.","Tiene una buena mordedura y masticación, la salsa de soja es suave, tiene un buen grado de acidez, la sal en el queso es buena, realmente mejora el sabor de todos los demás ingredientes."
1793,EVPK#4:4,"Personally I like the margherita pizza better, but they are all good.","Personalmente, prefiero la pizza Margaret, pero son muy buenas."
1794,Z#6:0,Possibly the Most Romantic Restaurant in the City,Probablemente el restaurante más romántico de la ciudad.
1795,Z#6:1,"This is undoubtedly my favorite modern Japanese brasserie (that don’t serve sushi), and in my opinion, one of the most romantic restaurants in the city!","¡No cabe duda de que éste es mi restaurante japonés moderno favorito (sin sushi), que en mi opinión es uno de los más románticos de la ciudad!"
1796,Z#6:2,"Not only is it an adventure getting to this somewhat hidden spot, once you enter the unmarked wooden doors, the zen and intimate décor will make you feel like you’re no longer in the city.","No es sólo una aventura, llegar a este lugar un poco oculto, una vez que entras en una puerta de madera sin marcas, Zen y la decoración íntima te harán pensar que ya no estás en la ciudad."
1797,Z#6:3,"If you’re planning to come here, make sure that your date is someone whom you really like since you’ll be ushered to private booths where there will be no people or food watching (choose the ones on the ground level that have glass ceilings so you may see the stars in the sky!).","¡Si vas a venir aquí, asegúrate de que tu cita sea con alguien que realmente te guste, porque te llevarás a un puesto privado donde nadie o la comida pueda mirar (elige el piso con un techo de cristal para que puedas ver las estrellas del cielo!"
1798,Z#6:4,It’s just you and your date and an occasional cute ‘excuse me’ before the waiter opens the little curtain to your booth!,"Sólo tú y tu cita, antes de que el camarero abra las cortinas de tu puesto, a veces dice ""Lo siento""."
1799,Z#6:5,"My party had the BBE $29 fixe prix menu, which was such a wonderful deal since it also came with a flight of sake!","¡Mi fiesta tiene un precio fijo de 29 dólares, que es un buen trato, porque también tiene un vuelo de Sake!"
1800,Z#6:6,I never used to be a fan of sakes but am lately experimenting with it a lot more and am acquiring a better taste of it.,"Nunca he sido fan de saxo, pero últimamente lo he probado más y he adquirido un mejor gusto."
1801,Z#6:7,We started off with a delightful sashimi amuse bouche.,Empezamos a comer un delicioso filete de pescado crudo.
1802,Z#6:8,Our first course was Tuna Sashimi with Green Yuzu Sauce.,Nuestro primer plato es atún tatuado con jugo de pescado.
1803,Z#6:9,"I picked the Grilled Black Cod as my entree, which I absolutely devoured while someone commented that the Grilled Salmon dish was better.","Elegí el bacalao negro asado como plato principal, y cuando alguien dijo que el salmón asado era mejor, me lo comí por completo."
1804,Z#6:10,The entrees were served with miso soup and rice.,El plato principal combina sopa miso con arroz.
1805,Z#6:11,The sake’s complimented the courses very well and is successfully easing me into the sake world.,El Sake es un excelente elogio para la clase y me ha permitido entrar en el mundo del sake.
1806,Z#6:12,"For desserts, we tried the frozen black sesame mousse (interesting but not extraordinary) and matcha (powdered green tea) and blueberry cheesecake, which was phenomenal.","En cuanto a los postres, hemos probado las MUAS congeladas de sésamo negro (interesante pero no especial) y el té de limpieza (té verde en polvo) y el pastel de queso de arándano, lo cual es increíble."
1807,Z#6:13,"Maybe it was the great company (I had friends visiting from Philly – yes, it was not a date this time) or the super reasonable price point, but I just can’t say enough good things about this brasserie.","Tal vez se deba a esta gran empresa (tengo amigos que visitan Filadelfia - Sí, esta no es una cita) o a un precio muy razonable, pero mi evaluación de este restaurante es excesiva."
1808,Z#6:14,"I don’t usually visit the same establishment more than once, what more twice, but I’ll come to Zenkichi anytime for a quiet, unhurried and memorable dinner.","Normalmente no voy al mismo restaurante más de una vez, ni siquiera dos veces, pero siempre vengo a la piscina de Chungong para una cena tranquila, relajante e inolvidable."
1809,CLF#6:0,Terrible would be a compliment!,"¡Qué pena, es un cumplido!"
1810,CLF#6:1,"The service leaves much to be desired, from feeling like you are rushed the place your order, to being ignored the rest of the night.","Hay muchos lugares en este servicio que no son del todo satisfactorios, desde la sensación de que te llevan a donde pediste, hasta el abandono toda la noche."
1811,CLF#6:2,"We were 10 people celebrtating a birthday, we sat in the tent.",Diez de nosotros estamos celebrando nuestro cumpleaños y estamos sentados en tiendas de campaña.
1812,CLF#6:3,We paid a fixed pricce but got nothing!!,"¡Hemos pagado un precio fijo, pero nada!"
1813,CLF#6:4,We never ate because by close to 2 in the monring we were not served and were too upset ad tired to start eating.,Nunca hemos comido porque a las 2: 00 de la mañana ninguno de nosotros nos había atendido y estábamos muy deprimidos y cansados para empezar a comer.
1814,CLF#6:5,"They are extremely rude, not even apologizing for the horrible service we got and handing us a bill well over $500 for some drinks adn their pita bread!","¡Son muy groseros, ni siquiera se disculpan por el mal servicio que hemos recibido, nos dan una factura de más de 500 dólares, compran bebidas y pan de cuero!"
1815,CLF#6:6,Stay away,Alejar
1816,DBG#6:0,Great Shabu Shabu,El gran sartén.
1817,DBG#6:1,"I go here at least once every other week, particularly when it's cold!","¡Voy al menos una vez a la semana, sobre todo cuando hace frío!"
1818,DBG#6:2,I love it.,Me gusta.
1819,DBG#6:3,To be honest we only ever eat the Shabu Shabu.,La verdad es que sólo hemos comido sandalias.
1820,DBG#6:4,I tried a couple other dishes but wasn't too impressed.,"Probé otros platos, pero no me gustó."
1821,DBG#6:5,"But for the Shabu Shabu, you won't find much better in NY.",No hay nada mejor en la sartén.
1822,DBG#6:6,In fact there is only one I've tried that even compares (shabu Tatsu) and even then I prefer Dokebi.,"De hecho, lo único que he tratado de hacer ha sido de hacer, de hacer, de hacer, de hacer, de hacer, de hacer, de hacer, de hacer, de hacer, de hacer, de hacer, de hacer, de hacer, de hacer."
1823,DBG#6:7,"The meat is fresh, the sauces are great, you get kimchi and a salad free with your meal and service is good too.","La carne es fresca, la salsa es buena, puedes conseguir pepinillos y ensaladas gratis, y el servicio es bueno."
1824,DBG#1:0,Dokebi gives Williamsburg the right one-two punch of classic Korean food and fusion twists like pork belly tacos.,Dobby le dio a Williamsburg un clásico Coreano de dos puñetazos de comida e integración que se balanceaba como un taco de cerdo.
1825,BHD#1:0,"The hot dogs are good, yes, but the reason to get over here is the fantastic pork croquette sandwich, perfect on its supermarket squishy bun.","Los perritos calientes son deliciosos, sí, pero la razón por la que estamos aquí es el delicioso sándwich de carne de cerdo, perfecto en el pan suave del supermercado."
1826,TR#5:0,Restaurant with a view,Restaurante con vista
1827,TR#5:1,Celebrated my fathers birthday here.,Estoy aquí para celebrar el cumpleaños de mi padre.
1828,TR#5:2,The food tasted very good.,La comida sabe bien.
1829,TR#5:3,The family seafood entree was very good.,El marisco casero está delicioso.
1830,TR#5:4,The main entree was also very good.,El plato principal también está delicioso.
1831,TR#5:5,We order a bit of everything on the menu.,Pedimos todo lo que había en el menú.
1832,TR#5:6,"Price is high but the food is good, so I would come back again.","El precio es alto, pero la comida es buena, así que volveré."
1833,Z#7:0,This place doesn't make any sense,Este lugar no tiene sentido.
1834,Z#7:1,Just want to warn you all - don't waste your time and money.,Sólo quiero recordarles que no pierdan el tiempo ni el dinero.
1835,Z#7:2,"This place has totally weird decor, stairs going up with mirrored walls - I am surprised how no one yet broke their head or fall off the stairs - mirrored walls make you dizzy and delusional...","La decoración de este lugar es muy extraña, hay un espejo en las escaleras, y me sorprende que nadie se haya roto la cabeza o se haya caído por las escaleras, un espejo que te ha dejado inconsciente, paranoico..."
1836,Z#7:3,This place is not inviting and the food is totally weird.,Este lugar no es popular y la comida es extraña.
1837,Z#7:4,The concept of japanese tapas is newly created and clearly doesn't work.,El concepto japonés de tapas es nuevo y evidentemente no funciona.
1838,Z#7:5,"The food they serve is not comforting, not appetizing and uncooked.","La comida que suministran es incómoda, no tiene aperitivos ni está cocinada."
1839,Z#7:6,Go to japanese sushi place or Spanish tapas place - this creation in Williamsburg is a misstake.,Ir a un restaurante japonés de sushi o a una tienda española de aperitivos - esta creación en Williamsburg fue un error.
1840,Z#10:0,Good Food,Está bueno.
1841,Z#10:1,I went here with my boyfriend for our anniversary.,Voy con mi novio a nuestro aniversario.
1842,Z#10:2,"The food was great and tasty, but the sitting space was too small, I don't like being cramp in a corner.","La comida está deliciosa, pero el lugar donde me siento es muy pequeño y no me gustan los calambres en la esquina."
1843,Z#10:3,Over all it was a very nice romantic place .,"En general, es un lugar muy romántico."
1844,Z#10:4,I would recommend to ask for a bigger sitting area when you make a reservation (if possible),Le sugiero que pida una zona de descanso más grande cuando haga la reserva.
1845,P#7:0,Loved it,Me encanta.
1846,P#7:1,A coworker and I tried Pacifico after work a few Fridays and loved it.,"Unos viernes después del trabajo, traté con un colega en Pacific, y me gustó mucho."
1847,P#7:2,The atmosphere was great.,El ambiente es bueno.
1848,P#7:3,"The food we ordered was excellent, although I wouldn't say the margaritas were anything to write home about.","La comida que pedimos es buena, pero no creo que el Margarita sea digno de encomio."
1849,P#7:4,"Our waitress wasn't mean, but not especially warm or attentive either.","Nuestra camarera no es mala, pero tampoco es muy entusiasta ni amable."
1850,P#7:5,"I must say I am surprised by the bad reviews of the restaurant earlier in the year, though.","Sin embargo, debo decir que me sorprendió la evaluación negativa del restaurante a principios de este año."
1851,P#7:6,Maybe it has improved since then?,Tal vez desde entonces las cosas han mejorado.
1852,P#7:7,"Regardless, we'll be back and can't wait to visit in the summer to take advantage of the patio.","De todos modos, regresaremos, deseando visitar el verano y usar el patio."
1853,FF#4:0,Dumbfoundingly Poor,Muy pobre.
1854,FF#4:1,"This was, from start to finish, a mind-bogglingly uncomfortable experience.",Ha sido una experiencia increíblemente incómoda desde el principio hasta el final.
1855,FF#4:2,Lexicographers take note: a new and fascinating definition of rudeness is alive and flourishing right here in Brooklyn.,"Los autores de diccionarios han observado que en Brooklyn se está desarrollando una definición nueva, fascinante y grosera."
1856,FF#4:3,The servers at Flatbush Farm appear to have perfected that ghastly technique of making you feel guilty and ashamed for deigning to attract their attention.,Los servidores de flatbushfarm parecen haber perfeccionado esta terrible tecnología y te han hecho sentir culpable y avergonzado por atraer su atención.
1857,FF#4:4,Polite acknowledgement is out;,El reconocimiento cortés no existe.
1858,FF#4:5,supercilious scorn is in.,El irrespeto arrogante está dentro.
1859,FF#4:6,"And how many times can you pick up the same perfectly aligned set of napkins, inspect them vapidly and plonk them down in exactly the same place instead of venturing a glance at people who are there to help you make the rent?","¿Cuántas veces se puede tomar una servilleta igualmente perfecta, examinarla de manera poco precisa y colocarla en el mismo lugar, en lugar de arriesgarse a echar un vistazo a los que pagan el alquiler?"
1860,FF#4:7,"A different server enhanced the fun, dumping our entrees in front of us halfway through our appetizer (which was delicious).",Otro camarero se divierte y nos cae la comida principal a mitad del camino.
1861,FF#4:8,"Overall the food quality was pretty good, though I hear the salmon is much better when it hasn't sat cooling in front of the guest.","En general, la calidad de la comida es buena, pero he oído que el salmón está mucho mejor cuando no se enfría frente a los invitados."
1862,FF#4:9,"The place has a nice fit-out, some attractive furnishings and, from what I could tell, a reasonable wine list (I was given the food menu when I asked for the carte des vins)","Este lugar está muy bien amueblado, tiene unos muebles muy bonitos y, por lo que sé, una lista razonable de vinos."
1863,FF#4:10,"At $120 for two people, however, this in no way represents value, unless you're looking to pay by the hour for passive-aggressive torture.","Sin embargo, el hecho de que dos personas reciban 120 dólares no debe representar un valor a menos que quieran pagar por hora la tortura pasiva y agresiva."
1864,FF#4:11,"On that scale, it's a world-beater.","A esta escala, es de clase mundial."
1865,FF#3:0,How is this palce still open?,¿Por qué sigue abierta la casa?
1866,FF#3:1,I honestly don't even know where to begin.,No sé por dónde empezar.
1867,FF#3:2,"My boyfriend and I are avid restaurant goers, and we are always on the lookout for new places and our friend had recommended Flatbush Farms.","A mi novio y a mí nos gusta ir a restaurantes, siempre estamos buscando nuevos lugares, y nuestro amigo recomendó la granja flatbush."
1868,FF#3:3,"We arrived and were seated immediately, which made us both happy.","Llegamos y nos sentamos inmediatamente, lo que nos hizo felices a todos."
1869,FF#3:4,"We ordered our appetizers, I ordered the chicken and my boyfriend the salmon.","Pedimos aperitivos, pedí pollo y mi novio pidió salmón."
1870,FF#3:5,Everything was going good until we got our meals.,Todo iba bien antes de comer.
1871,FF#3:6,I took one look at the chicken and I was appalled.,Miré a la gallina y me asusté.
1872,FF#3:7,"It was served with skin, over a bed of extremely undercooked spinach and mashed potatoes.",Este plato es de piel y contiene una espinaca y un puré de patatas muy poco cocidos.
1873,FF#3:8,"My boyfriend asked me if I wanted to switch and eat his salmon instead, while he de-skinned the chicken so that I could enjoy the white meat.",Mi novio me preguntó si quería comer su salmón en otro lugar y él lo despellejó para que pudiera comer carne blanca.
1874,FF#3:9,"I took one bite from the $24 salmon, and I have never, in the 17 years I have been going to restaurants tasted salmon as fishy, as dry, and as bland as the one in Flatbush Farms.","Comí un salmón de 24 dólares, y en 17 años el salmón que comí en el restaurante nunca había sido tan pescado, seco y ligero como el salmón de la granja de flatbush."
1875,FF#3:10,"At this point, the waitress comes over and asks us if everything was okay, I was literally so shocked that I was speechless and didn't say anything, and guess what, the waitress WALKED away.","En ese momento, la camarera se acercó y preguntó si todo estaba bien, estaba realmente sorprendido, no podía decir nada, y adivina qué, la camarera se había ido."
1876,FF#3:11,"So, I switch with my boyfriend again to see if maybe I could stomach the meat and spinach again, but the spinach was so undercooked that I just could not bite through it.","Así que cambié con mi novio una vez más para ver si podía volver a comer carne y espinaca, pero la espinaca estaba demasiado cocida para morderla."
1877,FF#3:12,I couldn't even enjoy the mashed potatoes because it was hidden completely under the chicken and spinach.,"Ni siquiera puedo disfrutar el puré de papas, porque está totalmente escondido debajo del pollo y la espinaca."
1878,FF#3:13,I've had better chicken at BBQs!!!!,¡He comido mejor pollo en la barbacoa!!!
1879,FF#3:14,So I decide to report back to the waitress because it was completely inedible.,"Así que decidí informar a la mesera, porque era totalmente comestible."
1880,FF#3:15,"Guess what, I waited for TWENTY minutes before she came over and when she finally did, she says, ""oh well, I wish you would have said something earlier"" No apology, nothing.","Adivina qué, esperé 20 minutos para que ella llegara y cuando finalmente vino, dijo: ""Oh, espero que hayas dicho algo antes"", no te disculpes, nada."
1881,FF#3:16,"After that she simply took our plates, walked away, came back another TWENTY minutes later with the bill and the chicken on it!!!!!!!!!!!!","¡Después de eso, simplemente se llevó nuestro plato, se fue y volvió en 20 minutos, con la cuenta y el pollo!!!!!!!!!!"
1882,FF#3:17,"No desert menu, no apology, nothing!!!!!!","¡No hay menú del desierto, ni disculpas, nada!!!"
1883,FF#3:18,"I was literally going to explode, but instead, my boyfriend took the bill and went to find the manager.","De verdad voy a explotar, pero mi novio va al gerente con la cuenta."
1884,FF#3:19,"This is where it really really gets bad: the manager said, there is absolutely nothing we can do, it's a matter of taste that she didn't like it, and I cannot comp it.","Este es un lugar realmente malo: el gerente dice que no hay nada que podamos hacer, que no le gusta que sea un problema de gusto y que no puedo arreglarlo."
1885,FF#3:20,"Again, no apology, no is there anything else I can get you, no can I get you a drink to make up for it, nothing!!!!","¡Una vez más, no hay excusas, no hay nada que pueda darte, no hay nada que pueda darte una copa de vino para arreglarlo, nada!"
1886,FF#3:21,We refused to pay for it because at this point it had nothing to do with the food anymore.,Nos negamos a pagar porque en este punto ya no tiene nada que ver con la comida.
1887,FF#3:22,The level of rudeness was preposterous.,El nivel de grosería es absurdo.
1888,FF#3:23,"The manager came to the table and said we can do what we want, so we paid for what we did enjoy, the drinks and appetizers, and walked out.","El gerente vino a la Mesa y dijo que podíamos hacer lo que queríamos, así que pagamos por lo que disfrutamos, las bebidas y los aperitivos y salimos."
1889,FF#3:24,I HAVE NEVER EVER HAD SUCH AN UNPLEASANT EXPERIENCE.,Nunca tuve una experiencia tan desagradable.
1890,FF#3:25,THIS STAFF SHOULD BE FIRED.,El empleado debe ser despedido.
1891,EVPK#9:0,cirspy crust margherita pizza,Pizza cirspy externa Margarita
1892,EVPK#9:1,we have been there 3 times since last week we alked it by chance first day the manager offerd us the margherita pizza adn we said yes.,"Hemos estado allí tres veces desde la semana pasada, y el primer día el gerente nos dio la pizza Margaret, y lo hicimos."
1893,EVPK#9:2,it was really good pizza.,La pizza está muy buena.
1894,EVPK#9:3,the crust was imazingly cooked well and pizza was fully loaded:):):),"La piel está muy bien, y la pizza está llena."
1895,EVPK#9:4,you know what i mean all the positives things happening there made mw write this review.,"Sabes a lo que me refiero, todo lo positivo me hizo escribir este comentario."
1896,CLF#4:0,Single Worst Restaurant in Manhattan,El peor restaurante de Manhattan.
1897,CLF#4:1,"I'll being with a couple of positives: cool decor, good pita and hummus, and grilled octopus that was actually pretty tasty.","Voy a tener algunos aspectos positivos: decoración genial, buena pieta y garbanzos, el pulpo asado es realmente delicioso."
1898,CLF#4:2,Moving on.,Sigue adelante.
